feature,feature_type,reason,semantic_group,n,missing_ratio,mean,std,min,q25,median,q75,q95,q99,max,zero_ratio,negative_ratio,unique_count,skew,q99_median_ratio,is_log_candidate
mActivity_m_activity_value_8_count,actual_behavior,sensor-derived behavior value,activity_code,700,0.0,1.1457142857142857,3.138012169518693,0.0,0.0,0.0,1.0,6.0,19.00999999999999,25.0,0.7371428571428571,0.0,21,4.4665455538754975,,False
mActivity_m_activity_value_8_ratio,actual_behavior,sensor-derived behavior value,activity_code,700,0.0,0.0008238051352636029,0.0022422160031993032,0.0,0.0,0.0,0.0006944444444444445,0.004861111111111111,0.013201388888888882,0.017361111111111112,0.7371428571428571,0.0,91,4.441208393298211,,False
wPedo_burned_calories_max,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,31.704217150231187,57.92096378208018,0.0,3.979999542236328,5.46002197265625,29.530061721801758,173.5973205566406,274.9171264648438,310.6953430175781,0.06738131699846861,0.0,602,2.539053896758066,50.350919436153696,True
wPedo_burned_calories_mean,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.16132587120316205,0.1397233670688121,0.0,0.07043647784052978,0.13379611649326772,0.20713773217645134,0.42086046291314805,0.6327266953024973,1.3340457938831938,0.06738131699846861,0.0,610,2.3955362337010526,4.729036326957475,False
wPedo_burned_calories_q75,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.007155381519615559,0.05294320722044501,0.0,0.0,0.0,0.0,0.0,0.3643982601165777,0.5300064086914062,0.9800918836140888,0.0,14,7.876545444870158,,False
wPedo_burned_calories_q95,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.8531442829263697,0.8117649852953269,0.0,0.16500091552734375,0.729009914398192,1.2098846435546875,2.5640154647827136,3.504944183349611,4.849926567077636,0.24655436447166923,0.0,491,1.3897542974374186,4.807814151941942,False
wPedo_burned_calories_q99,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,2.603732918925799,1.341393537051307,0.0,1.5900813674926757,2.8967999267578133,3.619434976577759,4.348312377929687,5.377314355468745,6.332503509521498,0.08116385911179173,0.0,601,-0.33105862336020797,1.8562947015423323,False
wPedo_burned_calories_std,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,1.2679517994337934,1.7757324749926386,0.0,0.36108151080596146,0.5988926768512756,1.1402107935316041,5.546693704838887,8.28611815392152,11.312065288401591,0.06738131699846861,0.0,610,2.5559037854761586,13.835731299114267,True
wPedo_burned_calories_sum,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,174.57613273512624,138.08724142892768,0.0,78.35048770904541,149.75955200195312,229.14513683319092,457.20763874053955,620.146774501801,853.7582092285156,0.06738131699846861,0.0,610,1.301326906251974,4.1409497171420035,False
wPedo_distance_max,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,89.19775561351689,40.383605199194164,0.0,73.22970581054688,89.046875,107.447509765625,156.3796630859375,179.408065185547,302.240234375,0.06584992343032159,0.0,610,0.12560694192336708,2.014759812576769,False
wPedo_distance_mean,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,2.6998431938885767,1.9131208795125954,0.0,1.4239105127109126,2.5195040309480925,3.59999139427682,6.3932240589852665,8.856491304837743,16.876671682611555,0.06584992343032159,0.0,611,1.429565328142806,3.515172508577029,False
wPedo_distance_q75,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.15272356065455112,1.087939119844043,0.0,0.0,0.0,0.0,0.0,7.283203125000002,9.8800048828125,0.9800918836140888,0.0,14,7.184578379017637,,False
wPedo_distance_q95,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,17.99640549415832,16.436952561214525,0.0,7.560000610351563,15.889530181884743,24.696435546874994,53.30626953124997,71.3310393676758,104.81809082031249,0.20520673813169985,0.0,520,1.4419440891998725,4.489184925618414,False
wPedo_distance_q99,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,54.07836095671191,27.609432165727434,0.0,34.24004943847658,59.23338867187491,76.40487243652343,89.77148828124999,101.72224863281255,116.19484985351576,0.07963246554364471,0.0,602,-0.4344347055062998,1.7173126662785734,False
wPedo_distance_std,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,10.060906552176416,5.21692531024339,0.0,6.8690795077253854,10.197663855052497,13.381020301750224,18.913036745810334,22.480241945215802,35.46908523141924,0.06584992343032159,0.0,611,0.14499451215023804,2.2044501823893543,False
wPedo_distance_sum,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,2954.540758154841,2014.6584734909434,0.0,1564.37255859375,2793.5516357421875,4095.662657737732,6314.6533203125,9424.037656250006,12126.550430297852,0.06584992343032159,0.0,611,0.9418485379887342,3.373496854568159,False
wPedo_speed_max,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,1.4866292602252813,0.673060086653236,0.0,1.220495096842448,1.4841145833333333,1.7907918294270833,2.6063277180989584,2.9901344197591166,5.037337239583334,0.06584992343032159,0.0,610,0.1256069419233681,2.014759812576769,False
wPedo_speed_mean,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.044997386564809616,0.03188534799187659,0.0,0.02373184187851521,0.04199173384913487,0.05999985657128033,0.10655373431642112,0.1476081884139624,0.2812778613768593,0.06584992343032159,0.0,611,1.4295653281428058,3.5151725085770296,False
wPedo_speed_q75,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.002545392677575852,0.018132318664067375,0.0,0.0,0.0,0.0,0.0,0.12138671875000002,0.164666748046875,0.9800918836140888,0.0,14,7.184578379017637,,False
wPedo_speed_q95,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.29994009156930534,0.2739492093535754,0.0,0.12600001017252604,0.2648255030314124,0.41160725911458323,0.8884378255208328,1.1888506561279302,1.7469681803385417,0.20520673813169985,0.0,520,1.4419440891998727,4.489184925618415,False
wPedo_speed_q99,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.9013060159451987,0.46015720276212385,0.0,0.5706674906412763,0.9872231445312486,1.2734145406087238,1.4961914713541666,1.6953708105468759,1.9365808308919295,0.07963246554364471,0.0,602,-0.43443470550630076,1.7173126662785734,False
wPedo_speed_std,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.16768177586960692,0.08694875517072316,0.0,0.11448465846208976,0.16996106425087495,0.22301700502917038,0.3152172790968389,0.37467069908693,0.591151420523654,0.06584992343032159,0.0,611,0.14499451215023842,2.204450182389354,False
wPedo_speed_sum,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,49.24234596924735,33.57764122484905,0.0,26.0728759765625,46.559193929036454,68.26104429562886,105.24422200520833,157.06729427083343,202.1091738382975,0.06584992343032159,0.0,611,0.941848537988734,3.3734968545681596,False
wPedo_step_frequency_max,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,1.9135783563042368,0.8215559836981234,0.0,1.65,1.9166666666666667,2.2333333333333334,3.306666666666666,3.8,5.283333333333333,0.06584992343032159,0.0,167,-0.21044031420429,1.9826086956521738,False
wPedo_step_frequency_mean,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.06033260293621308,0.04263704763283288,0.0,0.0315246419033746,0.056330040248810824,0.08057765988800471,0.147129953794628,0.19887500934439725,0.35658082975679545,0.06584992343032159,0.0,611,1.3182548266726557,3.530531994402324,False
wPedo_step_frequency_q75,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.0035732516590096983,0.025447466889472456,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.23333333333333334,0.9800918836140888,0.0,6,7.189391292742287,,False
wPedo_step_frequency_q95,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.40402884124553307,0.367926230195609,0.0,0.16666666666666666,0.3516666666666661,0.5666666666666667,1.2,1.5950666666666655,2.2,0.20520673813169985,0.0,279,1.411734761077476,4.535734597156402,False
wPedo_step_frequency_q99,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,1.200648034711587,0.6012383896405313,0.0,0.7833333333333333,1.3286666666666558,1.7,1.9387333333333325,2.148960000000001,2.3503333333333614,0.07963246554364471,0.0,523,-0.5296708893808739,1.6173808329152173,False
wPedo_step_frequency_std,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.2228241031491694,0.11378418491849744,0.0,0.1541766763198363,0.22928305974616411,0.29106433942735727,0.4099455493604073,0.4902042872243274,0.7406324910865982,0.06584992343032159,0.0,611,0.05795717931822492,2.137987375809732,False
wPedo_step_frequency_sum,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,65.9040581929556,44.904980924301455,0.0,35.03333333333334,62.06666666666667,91.8,139.95999999999998,215.61333333333337,267.34999999999997,0.06584992343032159,0.0,594,0.9503477326333779,3.47389903329753,False
wPedo_step_max,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,114.81470137825421,49.293359021887404,0.0,99.0,115.0,134.0,198.39999999999998,228.0,317.0,0.06584992343032159,0.0,167,-0.21044031420429027,1.982608695652174,False
wPedo_step_mean,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,3.6199561761727836,2.558222857969973,0.0,1.8914785142024764,3.37980241492865,4.834659593280283,8.82779722767768,11.932500560663835,21.394849785407725,0.06584992343032159,0.0,611,1.3182548266726568,3.530531994402323,False
wPedo_step_q75,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,0.21439509954058192,1.5268480133683473,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.9800918836140888,0.0,6,7.189391292742285,,False
wPedo_step_q95,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,24.24173047473198,22.07557381173654,0.0,10.0,21.099999999999966,34.0,72.0,95.70399999999994,132.0,0.20520673813169985,0.0,279,1.4117347610774766,4.535734597156402,False
wPedo_step_q99,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,72.03888208269522,36.07430337843188,0.0,47.0,79.71999999999935,102.0,116.32399999999996,128.93760000000006,141.0200000000017,0.07963246554364471,0.0,523,-0.5296708893808738,1.6173808329152173,False
wPedo_step_std,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,13.369446188950162,6.827051095109847,0.0,9.250600579190179,13.756983584769847,17.463860365641438,24.596732961624433,29.412257233459645,44.43794946519589,0.06584992343032159,0.0,611,0.057957179318225346,2.137987375809732,False
wPedo_step_sum,actual_behavior,sensor-derived behavior value,activity_pedo,653,0.06714285714285714,3954.2434915773356,2694.298855458087,0.0,2102.0,3724.0,5508.0,8397.599999999999,12936.800000000003,16041.0,0.06584992343032159,0.0,588,0.950347732633379,3.4738990332975304,False
mACStatus_m_charging_value_0_count,actual_behavior,sensor-derived behavior value,charging,700,0.0,951.4728571428572,256.5274276770875,11.0,811.75,959.5,1163.25,1295.1,1352.01,1440.0,0.0,0.0,481,-0.714372892599305,1.4090776446065658,False
mACStatus_m_charging_value_0_ratio,actual_behavior,sensor-derived behavior value,charging,700,0.0,0.7100592848388987,0.17958458546743689,0.028205128205128206,0.6046617942951829,0.7327583389171256,0.8471789694404536,0.95447036442583,1.0,1.0,0.0,0.0,677,-0.7091319293394195,1.3647064071325419,False
mACStatus_m_charging_value_1_count,actual_behavior,sensor-derived behavior value,charging,700,0.0,391.23571428571427,245.10077956186774,0.0,205.5,355.0,545.25,839.2999999999997,1070.11,1186.0,0.018571428571428572,0.0,471,0.6675382958806998,3.0143943661971826,False
mACStatus_m_charging_value_1_ratio,actual_behavior,sensor-derived behavior value,charging,700,0.0,0.2899407151611013,0.17958458546743689,0.0,0.15282103055954646,0.2672416610828744,0.39533820570481715,0.6269858156028368,0.7820606638993073,0.9717948717948718,0.018571428571428572,0.0,677,0.7091319293394196,2.926417463244184,False
mLight_m_light_max,actual_behavior,sensor-derived behavior value,light,700,0.0,6397.014827420371,21246.30288089058,25.98750114440918,690.5081329345703,1415.0050048828125,5174.0,20060.249999999993,80002.79984374999,334306.0,0.0,0.0,657,10.542947124688476,56.53888118252673,False
mLight_m_light_mean,actual_behavior,sensor-derived behavior value,light,700,0.0,189.18022025840258,232.10602269692495,6.097031396296289,71.07889515455305,137.1365131288767,245.92184758797555,440.3193333333329,1325.0783456024626,2621.2608695652175,0.0,0.0,700,6.013012409023065,9.662476574398495,False
mLight_m_light_median,actual_behavior,sensor-derived behavior value,light,700,0.0,40.60883762785367,62.66455820149121,0.0,0.5062500238418579,18.4975004196167,54.625,153.52499999999998,249.56499999999994,635.0,0.24714285714285714,0.0,291,3.7485463040661107,13.491822913291296,False
mLight_m_light_min,actual_behavior,sensor-derived behavior value,light,700,0.0,0.012857142857142857,0.3401680257083046,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9985714285714286,0.0,2,26.457513110645888,,False
mLight_m_light_q25,actual_behavior,sensor-derived behavior value,light,700,0.0,2.896094648582595,14.39110587033312,0.0,0.0,0.0,0.0,14.524999999999977,47.40999999999963,198.0,0.8057142857142857,0.0,74,9.658533072148423,,False
mLight_m_light_q75,actual_behavior,sensor-derived behavior value,light,700,0.0,220.27097964516707,237.47435505582771,0.0,59.94312763214111,155.99625396728516,331.5,756.1249999999999,829.0,2999.025146484375,0.11142857142857143,0.0,572,3.3156100633402312,5.3142301748723675,False
mLight_m_light_q95,actual_behavior,sensor-derived behavior value,light,700,0.0,516.1738085507322,490.3060499055233,1.1137500524520816,272.7493183135986,458.19907684326165,588.8249999999998,942.2825,3000.29889501953,5608.0,0.0,0.0,682,5.07373566423519,6.548024748740069,False
mLight_m_light_q99,actual_behavior,sensor-derived behavior value,light,700,0.0,1709.1471347477193,3265.131470743964,24.03945081710815,494.4124999999999,798.99755859375,1603.2400000000032,6098.93225439451,12486.520499999979,55753.649999999754,0.0,0.0,697,8.745234820174458,15.627732983285304,False
mLight_m_light_std,actual_behavior,sensor-derived behavior value,light,700,0.0,664.1621620678325,1841.838504805741,5.1894917908296545,132.20097319877587,251.2852820878144,529.9822239980881,2028.7514140439264,6798.959728846292,27843.59579826702,0.0,0.0,700,9.748225027423365,27.05673675894126,False
mLight_m_light_sum,actual_behavior,sensor-derived behavior value,light,700,0.0,25463.919539614744,29777.9442309598,579.8925213813782,9495.262594878674,19228.5,33436.75,59904.84999999997,124346.31149019711,373566.0,0.0,0.0,699,5.970064591305174,6.466771276500877,True
wLight_w_light_max,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,17069.48343373494,22859.140801454472,0.0,1772.5,8029.0,21496.0,68194.10000000005,99028.15000000001,126950.0,0.010542168674698794,0.0,587,2.0309915118037094,12.333808693486114,False
wLight_w_light_mean,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,198.6369733369716,189.6035905127249,0.0,67.83466308527835,159.39044075059985,269.3662050222632,498.27098775946683,928.3733901767878,2028.1493055555557,0.010542168674698794,0.0,658,3.163961512869914,5.824523640218957,False
wLight_w_light_median,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,46.54894578313253,63.31028785202732,0.0,5.0,23.0,57.0,167.0,309.11,391.0,0.1852409638554217,0.0,66,2.5109687129114366,13.439565217391305,False
wLight_w_light_min,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,0.04066265060240964,0.6332921814451365,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.9954819277108434,0.0,3,16.40702639040367,,False
wLight_w_light_q25,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,8.349774096385541,27.797070943552605,0.0,0.0,0.0,5.0,34.0,157.5100000000001,264.0,0.7213855421686747,0.0,30,5.394705119483544,,False
wLight_w_light_q75,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,166.55986445783134,163.9940681425839,0.0,51.0,126.0,236.0,488.10000000000014,599.0,2216.0,0.030120481927710843,0.0,155,3.7481122830040974,4.753968253968254,False
wLight_w_light_q95,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,607.3078313253008,781.6754605878217,0.0,241.0,426.0,685.0,1667.5775000000003,4104.579500000003,7639.299999999997,0.015060240963855422,0.0,442,4.86298642483985,9.635163145539913,False
wLight_w_light_q99,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,2602.9299397590353,3374.3827913090017,0.0,470.2825000000003,1428.6500000000008,3583.284999999999,8490.09399999999,18599.668000000012,28608.48999999994,0.01355421686746988,0.0,640,3.2626069207130977,13.019051552164633,False
wLight_w_light_std,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,850.8132795281381,1012.8212542105679,0.0,155.23458285133302,459.71740762517334,1143.8531781002994,3002.424492221133,4839.495688725523,5509.503546098394,0.010542168674698794,0.0,658,2.0367565927222824,10.527109934178007,False
wLight_w_light_sum,actual_behavior,sensor-derived behavior value,light,664,0.05142857142857143,189153.3719879518,179602.80572630782,0.0,63849.25,149079.0,265752.25,478459.35000000003,936314.6300000001,1308747.0,0.010542168674698794,0.0,657,2.3952673171267356,6.280660790587541,True
mScreenStatus_m_screen_use_value_0_count,actual_behavior,sensor-derived behavior value,screen,700,0.0,1035.7814285714285,196.60290020728638,311.0,944.75,1064.0,1177.25,1288.1999999999998,1332.05,1354.0,0.0,0.0,420,-1.1408097162326916,1.2519266917293232,False
mScreenStatus_m_screen_use_value_0_ratio,actual_behavior,sensor-derived behavior value,screen,700,0.0,0.7710014448480749,0.10930187901826277,0.28380281690140846,0.7063698377581121,0.7793546120592558,0.8562502009710923,0.9193830749354005,0.9436111544027608,1.0,0.0,0.0,683,-0.7342529591582234,1.2107596975778419,False
mScreenStatus_m_screen_use_value_1_count,actual_behavior,sensor-derived behavior value,screen,700,0.0,306.58,150.02134573918565,0.0,188.75,291.0,401.25,573.1999999999998,707.05,1017.0,0.0014285714285714286,0.0,377,0.7646277284909069,2.4297250859106527,False
mScreenStatus_m_screen_use_value_1_ratio,actual_behavior,sensor-derived behavior value,screen,700,0.0,0.22899855515192533,0.10930187901826277,0.0,0.1437497990289077,0.22064538794074423,0.2936301622418879,0.4254768892149668,0.5233334795193404,0.7161971830985916,0.0014285714285714286,0.0,683,0.7342529591582181,2.371830584829106,False
mActivity_m_activity_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_code,700,0.0,1372.9457142857143,167.00128042625843,390.0,1410.0,1440.0,1440.0,1440.0,1440.0,1440.0,0.0,0.0,172,-3.4593370571199205,1.0,False
mActivity_m_activity_unique_count,coverage_proxy,generic count proxy,activity_code,700,0.0,3.892857142857143,1.046121172455484,1.0,3.0,4.0,5.0,6.0,6.0,6.0,0.0,0.0,6,-0.017867652958129258,1.5,False
mActivity_row_count,coverage_proxy,coverage/count/missing proxy,activity_code,700,0.0,1372.9457142857143,167.00128042625843,390.0,1410.0,1440.0,1440.0,1440.0,1440.0,1440.0,0.0,0.0,172,-3.4593370571199205,1.0,False
wPedo_burned_calories_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_burned_calories_nonzero_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,97.03675344563553,61.07559830621493,0.0,53.0,95.0,129.0,211.0,278.9200000000001,374.0,0.06738131699846861,0.0,212,0.7718082911580543,2.936000000000001,False
wPedo_burned_calories_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1048.5987748851455,293.7294070030682,55.0,902.0,1166.0,1262.0,1352.4,1402.48,1440.0,0.0,0.0,428,-1.1871448268481746,1.2028130360205833,False
wPedo_distance_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_distance_nonzero_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,103.05666156202145,62.94740359140389,0.0,62.0,101.0,135.0,220.0,295.96000000000004,392.0,0.06584992343032159,0.0,212,0.7123420638293598,2.9302970297029707,False
wPedo_distance_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1042.5788667687596,292.76335003421053,55.0,899.0,1160.0,1253.0,1349.0,1400.48,1440.0,0.0,0.0,427,-1.1807705920560196,1.2073103448275861,False
wPedo_row_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_running_step_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_running_step_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_speed_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_speed_nonzero_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,103.05666156202145,62.94740359140389,0.0,62.0,101.0,135.0,220.0,295.96000000000004,392.0,0.06584992343032159,0.0,212,0.7123420638293598,2.9302970297029707,False
wPedo_speed_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1042.5788667687596,292.76335003421053,55.0,899.0,1160.0,1253.0,1349.0,1400.48,1440.0,0.0,0.0,427,-1.1807705920560196,1.2073103448275861,False
wPedo_step_frequency_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_step_frequency_nonzero_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,103.05666156202145,62.94740359140389,0.0,62.0,101.0,135.0,220.0,295.96000000000004,392.0,0.06584992343032159,0.0,212,0.7123420638293598,2.9302970297029707,False
wPedo_step_frequency_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1042.5788667687596,292.76335003421053,55.0,899.0,1160.0,1253.0,1349.0,1400.48,1440.0,0.0,0.0,427,-1.1807705920560196,1.2073103448275861,False
wPedo_step_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_step_nonzero_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,103.05666156202145,62.94740359140389,0.0,62.0,101.0,135.0,220.0,295.96000000000004,392.0,0.06584992343032159,0.0,212,0.7123420638293598,2.9302970297029707,False
wPedo_step_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1042.5788667687596,292.76335003421053,55.0,899.0,1160.0,1253.0,1349.0,1400.48,1440.0,0.0,0.0,427,-1.1807705920560196,1.2073103448275861,False
wPedo_walking_step_nonnull_count,coverage_proxy,coverage/count/missing proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
wPedo_walking_step_zero_count,coverage_proxy,generic count proxy,activity_pedo,653,0.06714285714285714,1145.635528330781,301.0876430495802,55.0,966.0,1280.0,1360.0,1431.0,1440.0,1440.0,0.0,0.0,390,-1.3524432948596052,1.125,False
mUsageStats_m_usage_stats_object_len_nonnull_count,coverage_proxy,coverage/count/missing proxy,app_usage,690,0.014285714285714285,65.50289855072464,17.40303821309075,2.0,55.0,67.0,76.0,93.0,105.0,113.0,0.0,0.0,92,-0.27278847934470896,1.5671641791044777,False
mUsageStats_m_usage_stats_object_len_nonzero_count,coverage_proxy,coverage/count/missing proxy,app_usage,690,0.014285714285714285,65.50289855072464,17.40303821309075,2.0,55.0,67.0,76.0,93.0,105.0,113.0,0.0,0.0,92,-0.27278847934470896,1.5671641791044777,False
