subject_id,lifelog_date,mACStatus_m_charging_value_0_count,mACStatus_m_charging_value_1_count,mActivity_m_activity_value_0_count,mActivity_m_activity_value_1_count,mActivity_m_activity_value_3_count,mActivity_m_activity_value_4_count,mActivity_m_activity_value_7_count,mActivity_m_activity_value_8_count,mAmbience_m_ambience_object_len_mean,mAmbience_m_ambience_object_len_max,mAmbience_m_ambience_object_len_sum,mAmbience_m_ambience_object_len_count,mBle_m_ble_object_len_mean,mBle_m_ble_object_len_max,mBle_m_ble_object_len_sum,mBle_m_ble_object_len_count,mGps_m_gps_object_len_mean,mGps_m_gps_object_len_max,mGps_m_gps_object_len_sum,mGps_m_gps_object_len_count,mLight_m_light_mean,mLight_m_light_std,mLight_m_light_min,mLight_m_light_max,mLight_m_light_sum,mLight_m_light_median,mLight_m_light_count,mScreenStatus_m_screen_use_value_0_count,mScreenStatus_m_screen_use_value_1_count,mUsageStats_m_usage_stats_object_len_mean,mUsageStats_m_usage_stats_object_len_max,mUsageStats_m_usage_stats_object_len_sum,mUsageStats_m_usage_stats_object_len_count,mWifi_m_wifi_object_len_mean,mWifi_m_wifi_object_len_max,mWifi_m_wifi_object_len_sum,mWifi_m_wifi_object_len_count,wHr_heart_rate_object_len_mean,wHr_heart_rate_object_len_max,wHr_heart_rate_object_len_sum,wHr_heart_rate_object_len_count,wLight_w_light_mean,wLight_w_light_std,wLight_w_light_min,wLight_w_light_max,wLight_w_light_sum,wLight_w_light_median,wLight_w_light_count,wPedo_step_mean,wPedo_step_std,wPedo_step_min,wPedo_step_max,wPedo_step_sum,wPedo_step_median,wPedo_step_count,wPedo_step_frequency_mean,wPedo_step_frequency_std,wPedo_step_frequency_min,wPedo_step_frequency_max,wPedo_step_frequency_sum,wPedo_step_frequency_median,wPedo_step_frequency_count,wPedo_running_step_mean,wPedo_running_step_std,wPedo_running_step_min,wPedo_running_step_max,wPedo_running_step_sum,wPedo_running_step_median,wPedo_running_step_count,wPedo_walking_step_mean,wPedo_walking_step_std,wPedo_walking_step_min,wPedo_walking_step_max,wPedo_walking_step_sum,wPedo_walking_step_median,wPedo_walking_step_count,wPedo_distance_mean,wPedo_distance_std,wPedo_distance_min,wPedo_distance_max,wPedo_distance_sum,wPedo_distance_median,wPedo_distance_count,wPedo_speed_mean,wPedo_speed_std,wPedo_speed_min,wPedo_speed_max,wPedo_speed_sum,wPedo_speed_median,wPedo_speed_count,wPedo_burned_calories_mean,wPedo_burned_calories_std,wPedo_burned_calories_min,wPedo_burned_calories_max,wPedo_burned_calories_sum,wPedo_burned_calories_median,wPedo_burned_calories_count
id01,2024-07-06,1067.0,289.0,252.0,0.0,1177.0,0.0,11.0,0.0,10.0,10,7200,720,5.6,18.0,308.0,55.0,9.790972222222223,20.0,14099.0,1440.0,90.50694444444444,205.27685540270946,0.0,1338.0,13033.0,22.5,144,1064.0,326.0,4.5,13.0,387.0,86.0,10.425742574257425,47.0,1053.0,101.0,43.69436201780415,60.0,14725.0,337.0,187.65277777777777,423.6025025631262,0.0,8098.0,121599.0,40.0,648.0,0.6451942740286298,5.37611785648765,0.0,105.0,631.0,0.0,978.0,0.010753237900477164,0.08960196427479418,0.0,1.75,10.516666666666666,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,0.5002866308138171,4.200404181947604,0.0,82.57949829101562,489.2803249359131,0.0,978.0,0.008338110513563618,0.07000673636579345,0.0,1.376324971516927,8.154672082265218,0.0,978.0,0.022249652625105375,0.20070839129798373,0.0,4.050056457519531,21.760160267353058,0.0,978.0
id01,2024-07-07,1196.0,204.0,105.0,1.0,1325.0,0.0,9.0,0.0,10.0,10,7200,720,14.093023255813954,94.0,606.0,43.0,8.963888888888889,19.0,12908.0,1440.0,104.48611111111111,187.31977767029596,0.0,1125.0,15046.0,15.0,144,1107.0,303.0,4.722222222222222,11.0,340.0,72.0,8.451923076923077,39.0,879.0,104.0,58.38461538461539,60.0,19734.0,338.0,109.86655948553054,197.50773206673964,0.0,1774.0,68337.0,40.0,622.0,3.37980241492865,13.120681952778684,0.0,122.0,3079.0,0.0,911.0,0.056330040248810824,0.21867803254631135,0.0,2.033333333333333,51.31666666666666,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,2.6206993590856356,10.200546682542894,0.0,97.62996292114258,2387.457116127014,0.0,911.0,0.043678322651427265,0.1700091113757151,0.0,1.6271660486857096,39.79095193545024,0.0,911.0,0.12594915038275273,0.49108163202517,0.0,5.3300018310546875,114.73967599868774,0.0,911.0
id01,2024-07-08,1136.0,254.0,87.0,0.0,1329.0,0.0,24.0,0.0,10.0,10,7200,720,17.88,68.0,894.0,50.0,7.692361111111111,20.0,11077.0,1440.0,177.41666666666666,208.7314499106883,0.0,629.0,25548.0,28.5,144,1040.0,380.0,4.957894736842105,13.0,471.0,95.0,6.885245901639344,19.0,840.0,122.0,37.616949152542375,60.0,22194.0,590.0,108.95629139072848,175.45612235590303,0.0,2142.0,82262.0,28.0,755.0,1.8914785142024764,9.102703211519573,0.0,121.0,2597.0,0.0,1373.0,0.0315246419033746,0.15171172019199303,0.0,2.0166666666666666,43.28333333333333,0.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,1.466107305955991,7.089697834368004,0.0,94.8099365234375,2012.9653310775757,0.0,1373.0,0.024435121765933182,0.1181616305728001,0.0,1.5801656087239584,33.54942218462626,0.0,1373.0,0.06316088866076153,0.34417354715271264,0.0,5.279998779296875,86.71990013122559,0.0,1373.0
id01,2024-07-09,1115.0,298.0,141.0,0.0,1257.0,1.0,34.0,0.0,10.0,10,6960,696,19.166666666666668,45.0,805.0,42.0,8.215877437325906,20.0,11798.0,1436.0,183.54166666666666,229.19527433222478,0.0,1123.0,26430.0,27.0,144,1092.0,291.0,5.0,13.0,370.0,74.0,8.57391304347826,36.0,986.0,115.0,29.955607476635514,60.0,12821.0,428.0,117.02058823529411,302.8075882647248,0.0,4861.0,79574.0,17.0,680.0,2.504071661237785,12.739473966259183,0.0,115.0,3075.0,0.0,1228.0,0.041734527687296415,0.21232456610431968,0.0,1.9166666666666667,51.25,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,1.9275387692529138,9.767791127081185,0.0,88.602294921875,2367.017608642578,0.0,1228.0,0.03212564615421523,0.1627965187846864,0.0,1.4767049153645833,39.450293477376306,0.0,1228.0,0.08228797011732666,0.4466840134727911,0.0,3.9199600219726562,101.04962730407715,0.0,1228.0
id01,2024-07-10,1195.0,225.0,166.0,3.0,1213.0,0.0,48.0,0.0,10.0,10,7200,720,22.98148148148148,113.0,1241.0,54.0,8.397222222222222,17.0,12092.0,1440.0,300.09027777777777,1663.1921574586897,0.0,19989.0,43213.0,74.5,144,1003.0,347.0,4.327102803738318,14.0,463.0,107.0,12.338983050847459,128.0,1456.0,118.0,42.06658130601792,60.0,32854.0,781.0,206.49253731343285,620.0675596197627,0.0,9008.0,193690.0,69.0,938.0,4.744331508991399,17.61364610939959,0.0,198.0,6068.0,0.0,1279.0,0.07907219181652334,0.29356076848999324,0.0,3.3,101.13333333333334,0.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,3.6865156112563526,13.678892317850242,0.0,158.5303955078125,4715.053466796875,0.0,1279.0,0.06144192685427254,0.2279815386308373,0.0,2.642173258463542,78.58422444661458,0.0,1279.0,0.17330672537749217,0.6434185688696648,0.0,5.190036773681641,221.6593017578125,0.0,1279.0
id01,2024-07-12,1142.0,248.0,197.0,0.0,1203.0,0.0,40.0,0.0,10.0,10,7200,720,14.833333333333334,97.0,890.0,60.0,8.177083333333334,20.0,11775.0,1440.0,580.1388888888889,2890.1201770718185,0.0,33975.0,83540.0,170.5,144,950.0,450.0,4.921348314606742,12.0,438.0,89.0,11.052173913043479,51.0,1271.0,115.0,10.58095238095238,60.0,4444.0,420.0,460.4161392405063,2307.0525359028593,0.0,33799.0,290983.0,40.0,632.0,2.124907063197026,13.419818533580978,0.0,227.0,2858.0,0.0,1345.0,0.035415117719950436,0.22366364222634952,0.0,3.783333333333333,47.63333333333333,0.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,1.6420156032179367,10.41103788154465,0.0,176.1201171875,2208.510986328125,0.0,1345.0,0.027366926720298945,0.1735172980257441,0.0,2.9353352864583333,36.80851643880208,0.0,1345.0,0.0748550222265676,0.4584686329421246,0.0,5.519996643066406,100.68000489473343,0.0,1345.0
id01,2024-07-13,1234.0,146.0,61.0,0.0,1364.0,0.0,15.0,0.0,10.0,10,7200,720,3.3181818181818183,32.0,146.0,44.0,8.94389901823282,19.0,12754.0,1426.0,57.708333333333336,107.41754847453801,0.0,968.0,8310.0,20.5,144,1063.0,317.0,4.2898550724637685,10.0,296.0,69.0,9.614678899082568,25.0,1048.0,109.0,1.0,1.0,1.0,1.0,34.50716332378224,73.56452387310934,0.0,270.0,12043.0,5.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0
id01,2024-07-14,1291.0,99.0,164.0,0.0,1253.0,0.0,23.0,0.0,10.0,10,7200,720,16.81578947368421,112.0,639.0,38.0,9.15625,16.0,13185.0,1440.0,84.29861111111111,129.22253153146377,0.0,587.0,12139.0,25.0,144,1076.0,324.0,4.358974358974359,9.0,340.0,78.0,9.571428571428571,125.0,1005.0,105.0,22.491525423728813,60.0,5308.0,236.0,231.0201612903226,830.2777432316441,0.0,7303.0,114586.0,17.0,496.0,2.1009440813362383,11.57906869989551,0.0,201.0,2893.0,0.0,1377.0,0.0350157346889373,0.19298447833159188,0.0,3.35,48.21666666666667,0.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,1.6273056617576138,9.014973973787987,0.0,160.02001953125,2240.7998962402344,0.0,1377.0,0.027121761029293565,0.15024956622979976,0.0,2.667000325520833,37.34666493733724,0.0,1377.0,0.06690634240598547,0.3757607542600123,0.0,5.55999755859375,92.13003349304199,0.0,1377.0
id01,2024-07-15,939.0,471.0,111.0,3.0,1279.0,0.0,47.0,0.0,10.0,10,7200,720,14.526315789473685,35.0,828.0,57.0,7.691666666666666,20.0,11076.0,1440.0,155.78472222222223,187.42719474876327,0.0,565.0,22433.0,27.5,144,958.0,432.0,4.623529411764705,12.0,393.0,85.0,8.739837398373984,34.0,1075.0,123.0,54.32183908045977,60.0,37808.0,696.0,304.35023041474653,1814.7735967563003,0.0,46840.0,330220.0,34.0,1085.0,3.2579710144927536,14.585751098642806,0.0,113.0,4496.0,0.0,1380.0,0.05429951690821256,0.24309585164404673,0.0,1.8833333333333333,74.93333333333334,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,2.495230944260307,11.177601893485527,0.0,86.81201171875,3443.4187030792236,0.0,1380.0,0.04158718240433845,0.1862933648914254,0.0,1.4468668619791667,57.39031171798706,0.0,1380.0,0.11416546179764513,0.505738649136303,0.0,3.8700103759765625,157.54833728075027,0.0,1380.0
id01,2024-07-16,1040.0,340.0,151.0,0.0,1225.0,0.0,64.0,0.0,10.0,10,7200,720,19.591836734693878,67.0,960.0,49.0,8.229166666666666,20.0,11850.0,1440.0,231.31944444444446,449.8561643129042,0.0,3944.0,33310.0,77.0,144,987.0,423.0,4.428571428571429,11.0,403.0,91.0,9.984126984126984,38.0,1258.0,126.0,10.014354066985646,60.0,4186.0,418.0,252.87057010785824,1986.7892094662861,0.0,45826.0,164113.0,17.0,649.0,3.990015360983103,17.889722619518164,0.0,191.0,5195.0,0.0,1302.0,0.06650025601638504,0.298162043658636,0.0,3.183333333333333,86.58333333333333,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,3.070430163780482,13.779776723545544,0.0,146.800048828125,3997.7000732421875,0.0,1302.0,0.05117383606300803,0.22966294539242593,0.0,2.44666748046875,66.62833455403646,0.0,1302.0,0.1315975109781904,0.6199364691396078,0.0,5.190000534057617,171.3399592936039,0.0,1302.0
id01,2024-07-17,1092.0,288.0,87.0,0.0,1292.0,0.0,61.0,0.0,10.0,10,7200,720,32.34,117.0,1617.0,50.0,8.310416666666667,19.0,11967.0,1440.0,187.11111111111111,292.7942333661357,0.0,2698.0,26944.0,55.0,144,996.0,404.0,4.8354430379746836,12.0,382.0,79.0,10.351851851851851,90.0,1118.0,108.0,43.721354166666664,60.0,33578.0,768.0,243.35146898803046,949.4229789154673,0.0,16565.0,223640.0,86.0,919.0,3.8679775280898876,16.017540889464417,0.0,132.0,5508.0,0.0,1424.0,0.06446629213483146,0.26695901482440715,0.0,2.2,91.8,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.0,2.9673832239729636,12.32445520079686,0.0,107.7730712890625,4225.5537109375,0.0,1424.0,0.04945638706621606,0.2054075866799476,0.0,1.7962178548177083,70.42589518229167,0.0,1424.0,0.12874879277824017,0.5579931306802437,0.0,5.359901428222656,183.338280916214,0.0,1424.0
id01,2024-07-19,842.0,564.0,128.0,0.0,1120.0,135.0,53.0,0.0,10.0,10,7130,713,13.964285714285714,36.0,782.0,56.0,7.0,19.0,9961.0,1423.0,286.0137931034483,724.203499122838,0.0,7582.0,41472.0,154.0,145,966.0,460.0,4.555555555555555,15.0,410.0,90.0,11.640845070422536,163.0,1653.0,142.0,16.251889168765743,60.0,6452.0,397.0,246.2140468227425,885.6701109312634,0.0,11220.0,147236.0,63.0,598.0,3.4575707154742097,15.424234964341386,0.0,115.0,4156.0,0.0,1202.0,0.057626178591236824,0.2570705827390234,0.0,1.9166666666666667,69.26666666666667,0.0,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,2.631019313006155,11.717763436472959,0.0,88.6300048828125,3162.4852142333984,0.0,1202.0,0.04385032188343592,0.19529605727454918,0.0,1.477166748046875,52.70808690388998,0.0,1202.0,0.11450088678699563,0.5438035569053062,0.0,5.030054092407227,137.63006591796875,0.0,1202.0
