target,feature,spearman,abs_spearman,n,feature_type,semantic_group,signal_type,subject_adjusted_spearman,abs_subject_adjusted_spearman
Q2,wLight_w_light_min,,,414,actual_behavior,light,subject_adjusted_spearman,0.13458534221880697,0.13458534221880697
Q2,wPedo_burned_calories_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.13298114687425733,0.13298114687425733
Q2,wPedo_step_frequency_sum,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.132537654330036,0.132537654330036
Q2,wPedo_step_sum,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.132537654330036,0.132537654330036
Q2,wPedo_distance_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.1284754390257612,0.1284754390257612
Q2,wPedo_speed_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.1284754390257612,0.1284754390257612
Q2,wPedo_step_frequency_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.1265345097206067,0.1265345097206067
Q2,wPedo_step_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.1265345097206067,0.1265345097206067
Q2,mActivity_m_activity_value_0_ratio,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.12374192647226691,0.12374192647226691
Q2,mLight_m_light_std,,,450,actual_behavior,light,subject_adjusted_spearman,-0.12355059907958545,0.12355059907958545
Q2,mLight_m_light_sum,,,450,actual_behavior,light,subject_adjusted_spearman,-0.12304165851377688,0.12304165851377688
Q2,wPedo_distance_std,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.12301227531657942,0.12301227531657942
Q2,wPedo_speed_std,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.12301227531657942,0.12301227531657942
Q2,wPedo_step_frequency_std,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.12090838748807448,0.12090838748807448
Q2,wPedo_step_std,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.12090838748807448,0.12090838748807448
Q2,mScreenStatus_m_screen_use_value_0_count,,,450,actual_behavior,screen,subject_adjusted_spearman,-0.12056652574693814,0.12056652574693814
Q2,mActivity_m_activity_value_7_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.11798542308827775,0.11798542308827775
Q3,mLight_m_light_median,-0.22042413221329268,0.22042413221329268,450,actual_behavior,light,raw_spearman,,
Q3,wLight_w_light_q75,-0.18838793845077245,0.18838793845077245,414,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_zero_count,0.1844840864444295,0.1844840864444295,450,coverage_proxy,light,raw_spearman,,
Q3,mLight_m_light_mean,-0.1744201033601353,0.1744201033601353,450,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_q75,-0.16671700029556089,0.16671700029556089,450,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_sum,-0.15737966082965563,0.15737966082965563,450,actual_behavior,light,raw_spearman,,
Q3,wLight_w_light_q25,-0.15088837690289367,0.15088837690289367,414,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_std,-0.1398852720842246,0.1398852720842246,450,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_max,-0.1351888705367139,0.1351888705367139,450,actual_behavior,light,raw_spearman,,
Q3,wLight_w_light_median,-0.13287901057992538,0.13287901057992538,414,actual_behavior,light,raw_spearman,,
Q3,mLight_m_light_nonzero_count,-0.1308073383870965,0.1308073383870965,450,coverage_proxy,light,raw_spearman,,
Q3,wHr_heart_rate_object_len_nonnull_count,-0.11661615150849008,0.11661615150849008,391,coverage_proxy,heart_rate,raw_spearman,,
Q3,wHr_row_count,-0.11661615150849008,0.11661615150849008,391,coverage_proxy,heart_rate,raw_spearman,,
Q3,wPedo_burned_calories_q99,-0.11557450314883251,0.11557450314883251,404,actual_behavior,activity_pedo,raw_spearman,,
Q3,mLight_m_light_nonnull_count,0.11358354870204412,0.11358354870204412,450,coverage_proxy,light,raw_spearman,,
Q3,mLight_row_count,0.11358354870204412,0.11358354870204412,450,coverage_proxy,light,raw_spearman,,
Q3,wLight_w_light_zero_count,0.11225664215354508,0.11225664215354508,414,coverage_proxy,light,raw_spearman,,
Q3,mLight_m_light_q95,-0.10322040588132268,0.10322040588132268,450,actual_behavior,light,raw_spearman,,
Q3,mUsageStats_m_usage_stats_object_len_nonnull_count,0.10124498726255364,0.10124498726255364,440,coverage_proxy,app_usage,raw_spearman,,
Q3,mUsageStats_row_count,0.10124498726255364,0.10124498726255364,440,coverage_proxy,app_usage,raw_spearman,,
Q3,wPedo_burned_calories_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.1694937471781566,0.1694937471781566
Q3,wLight_w_light_q25,,,414,actual_behavior,light,subject_adjusted_spearman,-0.15987858497899635,0.15987858497899635
Q3,mLight_m_light_max,,,450,actual_behavior,light,subject_adjusted_spearman,-0.15569571934197451,0.15569571934197451
Q3,mLight_m_light_q25,,,450,actual_behavior,light,subject_adjusted_spearman,-0.15020209470414186,0.15020209470414186
Q3,mLight_m_light_median,,,450,actual_behavior,light,subject_adjusted_spearman,-0.13526055416424757,0.13526055416424757
Q3,mLight_m_light_std,,,450,actual_behavior,light,subject_adjusted_spearman,-0.13403249718462337,0.13403249718462337
Q3,wPedo_step_frequency_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.12135891976940079,0.12135891976940079
Q3,wPedo_step_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.12135891976940079,0.12135891976940079
Q3,mActivity_m_activity_value_7_ratio,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.12021110750497135,0.12021110750497135
Q3,mLight_m_light_nonnull_count,,,450,coverage_proxy,light,subject_adjusted_spearman,0.11953612607477704,0.11953612607477704
Q3,mLight_row_count,,,450,coverage_proxy,light,subject_adjusted_spearman,0.11953612607477704,0.11953612607477704
Q3,mLight_m_light_mean,,,450,actual_behavior,light,subject_adjusted_spearman,-0.11774985066091082,0.11774985066091082
Q3,wHr_heart_rate_object_len_nonnull_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,-0.11018595687414712,0.11018595687414712
Q3,wHr_row_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,-0.11018595687414712,0.11018595687414712
Q3,wPedo_distance_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.10681374870416814,0.10681374870416814
Q3,wPedo_speed_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.10681374870416814,0.10681374870416814
Q3,mActivity_m_activity_value_7_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.10573304287483855,0.10573304287483855
Q3,wLight_w_light_q75,,,414,actual_behavior,light,subject_adjusted_spearman,-0.10102856301963004,0.10102856301963004
Q3,mLight_m_light_min,,,450,actual_behavior,light,subject_adjusted_spearman,-0.09884407590789246,0.09884407590789246
Q3,mLight_m_light_sum,,,450,actual_behavior,light,subject_adjusted_spearman,-0.094050607984154,0.094050607984154
S1,mScreenStatus_m_screen_use_value_0_count,0.2722106340819127,0.2722106340819127,450,actual_behavior,screen,raw_spearman,,
S1,mScreenStatus_m_screen_use_value_0_ratio,0.2355049851738082,0.2355049851738082,450,actual_behavior,screen,raw_spearman,,
S1,mScreenStatus_m_screen_use_value_1_ratio,-0.2355049851738082,0.2355049851738082,450,actual_behavior,screen,raw_spearman,,
S1,mLight_m_light_zero_count,0.21356296316889634,0.21356296316889634,450,coverage_proxy,light,raw_spearman,,
S1,mScreenStatus_m_screen_use_value_1_count,-0.20817229037519774,0.20817229037519774,450,actual_behavior,screen,raw_spearman,,
S1,mBle_m_ble_object_len_nonnull_count,-0.18552245223525268,0.18552245223525268,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S1,mBle_row_count,-0.18552245223525268,0.18552245223525268,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S1,mLight_m_light_nonzero_count,-0.1715092557221203,0.1715092557221203,450,coverage_proxy,light,raw_spearman,,
S1,mLight_m_light_q25,-0.14380004645826525,0.14380004645826525,450,actual_behavior,light,raw_spearman,,
S1,mActivity_m_activity_value_4_ratio,-0.13807830161797294,0.13807830161797294,450,actual_behavior,activity_code,raw_spearman,,
S1,mActivity_m_activity_value_4_count,-0.13650967391514282,0.13650967391514282,450,actual_behavior,activity_code,raw_spearman,,
S1,wLight_w_light_q25,-0.12566345924014075,0.12566345924014075,414,actual_behavior,light,raw_spearman,,
S1,mAmbience_m_ambience_object_len_nonnull_count,0.12453560236502048,0.12453560236502048,450,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S1,mAmbience_row_count,0.12453560236502048,0.12453560236502048,450,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S1,mLight_m_light_median,-0.12250650613221815,0.12250650613221815,450,actual_behavior,light,raw_spearman,,
S1,mActivity_m_activity_nonnull_count,0.11861023985784386,0.11861023985784386,450,coverage_proxy,activity_code,raw_spearman,,
S1,mActivity_row_count,0.11861023985784386,0.11861023985784386,450,coverage_proxy,activity_code,raw_spearman,,
S1,wPedo_burned_calories_nonzero_count,0.11699252409482162,0.11699252409482162,404,coverage_proxy,activity_pedo,raw_spearman,,
S1,wPedo_burned_calories_q99,-0.11375491744409605,0.11375491744409605,404,actual_behavior,activity_pedo,raw_spearman,,
S1,wPedo_step_frequency_q75,0.11132331861643721,0.11132331861643721,404,actual_behavior,activity_pedo,raw_spearman,,
S1,wPedo_distance_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.1904619996365104,0.1904619996365104
S1,wPedo_speed_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.1904619996365104,0.1904619996365104
S1,wPedo_step_frequency_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.16557759925881804,0.16557759925881804
S1,wPedo_step_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.16557759925881804,0.16557759925881804
S1,mLight_m_light_min,,,450,actual_behavior,light,subject_adjusted_spearman,-0.12818353899778606,0.12818353899778606
S1,mScreenStatus_m_screen_use_value_0_ratio,,,450,actual_behavior,screen,subject_adjusted_spearman,0.12624076022773922,0.12624076022773922
S1,mScreenStatus_m_screen_use_value_1_ratio,,,450,actual_behavior,screen,subject_adjusted_spearman,-0.12624076022773922,0.12624076022773922
S1,mScreenStatus_m_screen_use_value_0_count,,,450,actual_behavior,screen,subject_adjusted_spearman,0.12331499718640186,0.12331499718640186
S1,wPedo_burned_calories_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.11815617540271486,0.11815617540271486
S1,mScreenStatus_m_screen_use_value_1_count,,,450,actual_behavior,screen,subject_adjusted_spearman,-0.10461007242661302,0.10461007242661302
S1,mBle_m_ble_object_len_nonnull_count,,,416,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,-0.1043941252155112,0.1043941252155112
S1,mBle_row_count,,,416,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,-0.1043941252155112,0.1043941252155112
S1,wLight_w_light_median,,,414,actual_behavior,light,subject_adjusted_spearman,-0.09655481132076725,0.09655481132076725
S1,mACStatus_m_charging_unique_count,,,450,coverage_proxy,charging,subject_adjusted_spearman,0.09291162146339338,0.09291162146339338
S1,wLight_w_light_q25,,,414,actual_behavior,light,subject_adjusted_spearman,-0.08737504092900927,0.08737504092900927
S1,wPedo_burned_calories_q95,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.07972985538579859,0.07972985538579859
S1,wLight_w_light_mean,,,414,actual_behavior,light,subject_adjusted_spearman,-0.07914482512212657,0.07914482512212657
S1,mScreenStatus_m_screen_use_unique_count,,,450,coverage_proxy,screen,subject_adjusted_spearman,0.0779543767785437,0.0779543767785437
S1,wLight_w_light_q95,,,414,actual_behavior,light,subject_adjusted_spearman,-0.0742725815977097,0.0742725815977097
S1,mLight_m_light_zero_count,,,450,coverage_proxy,light,subject_adjusted_spearman,0.07346267950532341,0.07346267950532341
S2,mScreenStatus_m_screen_use_value_0_count,0.2204134842624506,0.2204134842624506,450,actual_behavior,screen,raw_spearman,,
S2,mScreenStatus_m_screen_use_value_0_ratio,0.1852018612301602,0.1852018612301602,450,actual_behavior,screen,raw_spearman,,
S2,mScreenStatus_m_screen_use_value_1_ratio,-0.1852018612301602,0.1852018612301602,450,actual_behavior,screen,raw_spearman,,
S2,mBle_m_ble_object_len_nonnull_count,-0.17431400669089778,0.17431400669089778,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,mBle_row_count,-0.17431400669089778,0.17431400669089778,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,mWifi_m_wifi_object_len_nonnull_count,0.1671407866116782,0.1671407866116782,439,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,mWifi_row_count,0.1671407866116782,0.1671407866116782,439,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,mScreenStatus_m_screen_use_value_1_count,-0.1642247010899469,0.1642247010899469,450,actual_behavior,screen,raw_spearman,,
S2,wPedo_burned_calories_q99,-0.11824944838555114,0.11824944838555114,404,actual_behavior,activity_pedo,raw_spearman,,
S2,mLight_m_light_max,-0.11557184488071005,0.11557184488071005,450,actual_behavior,light,raw_spearman,,
S2,mGps_m_gps_object_len_nonnull_count,0.11517851187171496,0.11517851187171496,425,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,mGps_row_count,0.11517851187171496,0.11517851187171496,425,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S2,wLight_w_light_nonzero_count,0.11400466294268032,0.11400466294268032,414,coverage_proxy,light,raw_spearman,,
S2,mLight_m_light_std,-0.10238143166917883,0.10238143166917883,450,actual_behavior,light,raw_spearman,,
S2,wPedo_burned_calories_q95,-0.10043242812031156,0.10043242812031156,404,actual_behavior,activity_pedo,raw_spearman,,
S2,mLight_m_light_q99,-0.09963571359411275,0.09963571359411275,450,actual_behavior,light,raw_spearman,,
S2,mACStatus_m_charging_nonnull_count,0.09602202395780722,0.09602202395780722,450,coverage_proxy,charging,raw_spearman,,
S2,mACStatus_row_count,0.09602202395780722,0.09602202395780722,450,coverage_proxy,charging,raw_spearman,,
S2,mACStatus_m_charging_value_1_count,0.08981996702412161,0.08981996702412161,450,actual_behavior,charging,raw_spearman,,
S2,wPedo_distance_q99,-0.08584447460073753,0.08584447460073753,404,actual_behavior,activity_pedo,raw_spearman,,
S2,wPedo_distance_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.13351425697428565,0.13351425697428565
S2,wPedo_speed_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.13351425697428565,0.13351425697428565
S2,wPedo_burned_calories_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.1279842271152026,0.1279842271152026
S2,wLight_w_light_min,,,414,actual_behavior,light,subject_adjusted_spearman,0.1192972403946009,0.1192972403946009
S2,wPedo_step_frequency_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.11032430015611175,0.11032430015611175
S2,wPedo_step_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.11032430015611175,0.11032430015611175
S2,wLight_w_light_nonzero_count,,,414,coverage_proxy,light,subject_adjusted_spearman,0.09016561217538173,0.09016561217538173
S2,mActivity_m_activity_value_8_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.07668193660037287,0.07668193660037287
S2,mActivity_m_activity_value_8_ratio,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.07474939510802674,0.07474939510802674
S2,mActivity_m_activity_value_4_ratio,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.07406186694854384,0.07406186694854384
S2,wHr_heart_rate_object_len_nonnull_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,0.072495439977596,0.072495439977596
S2,wHr_row_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,0.072495439977596,0.072495439977596
S2,wLight_w_light_q25,,,414,actual_behavior,light,subject_adjusted_spearman,-0.06647881469199268,0.06647881469199268
S2,wPedo_distance_nonzero_count,,,404,coverage_proxy,activity_pedo,subject_adjusted_spearman,0.0655593231253922,0.0655593231253922
S2,mActivity_m_activity_value_4_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.0646898422780754,0.0646898422780754
S2,mActivity_m_activity_value_3_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.058134841500965186,0.058134841500965186
S2,mWifi_m_wifi_object_len_nonnull_count,,,439,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,0.05650413032830338,0.05650413032830338
S2,mWifi_row_count,,,439,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,0.05650413032830338,0.05650413032830338
S2,mACStatus_m_charging_nonnull_count,,,450,coverage_proxy,charging,subject_adjusted_spearman,-0.05641262005778444,0.05641262005778444
S2,mACStatus_row_count,,,450,coverage_proxy,charging,subject_adjusted_spearman,-0.05641262005778444,0.05641262005778444
S3,wPedo_burned_calories_zero_count,0.18241627100116237,0.18241627100116237,404,coverage_proxy,activity_pedo,raw_spearman,,
S3,wPedo_burned_calories_nonnull_count,0.1807136928669873,0.1807136928669873,404,coverage_proxy,activity_pedo,raw_spearman,,
S3,wPedo_row_count,0.1807136928669873,0.1807136928669873,404,coverage_proxy,activity_pedo,raw_spearman,,
S3,wLight_w_light_nonzero_count,0.14142244751859556,0.14142244751859556,414,coverage_proxy,light,raw_spearman,,
S3,mLight_m_light_median,0.12446468140498895,0.12446468140498895,450,actual_behavior,light,raw_spearman,,
S3,mScreenStatus_m_screen_use_value_0_count,0.11464194060258232,0.11464194060258232,450,actual_behavior,screen,raw_spearman,,
S3,mWifi_m_wifi_object_len_nonnull_count,0.10782909902259656,0.10782909902259656,439,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S3,mWifi_row_count,0.10782909902259656,0.10782909902259656,439,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S3,wHr_heart_rate_object_len_nonnull_count,0.10574810799051555,0.10574810799051555,391,coverage_proxy,heart_rate,raw_spearman,,
S3,wHr_row_count,0.10574810799051555,0.10574810799051555,391,coverage_proxy,heart_rate,raw_spearman,,
S3,mACStatus_m_charging_nonnull_count,0.104520752353834,0.104520752353834,450,coverage_proxy,charging,raw_spearman,,
S3,mACStatus_row_count,0.104520752353834,0.104520752353834,450,coverage_proxy,charging,raw_spearman,,
S3,mActivity_m_activity_nonnull_count,0.10270042114308268,0.10270042114308268,450,coverage_proxy,activity_code,raw_spearman,,
S3,mActivity_row_count,0.10270042114308268,0.10270042114308268,450,coverage_proxy,activity_code,raw_spearman,,
S3,wLight_w_light_median,0.09287984381623234,0.09287984381623234,414,actual_behavior,light,raw_spearman,,
S3,mActivity_m_activity_value_3_count,0.09078751367785999,0.09078751367785999,450,actual_behavior,activity_code,raw_spearman,,
S3,wLight_w_light_q25,0.0893793518982751,0.0893793518982751,414,actual_behavior,light,raw_spearman,,
S3,mActivity_m_activity_value_4_ratio,-0.08819452989442558,0.08819452989442558,450,actual_behavior,activity_code,raw_spearman,,
S3,mScreenStatus_m_screen_use_nonnull_count,0.08644859614311712,0.08644859614311712,450,coverage_proxy,screen,raw_spearman,,
S3,mScreenStatus_row_count,0.08644859614311712,0.08644859614311712,450,coverage_proxy,screen,raw_spearman,,
S3,wPedo_distance_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.11871438520720413,0.11871438520720413
S3,wPedo_speed_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.11871438520720413,0.11871438520720413
S3,mScreenStatus_m_screen_use_unique_count,,,450,coverage_proxy,screen,subject_adjusted_spearman,-0.11460598839924105,0.11460598839924105
S3,wPedo_step_frequency_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.10363463173411423,0.10363463173411423
S3,wPedo_step_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.10363463173411423,0.10363463173411423
S3,wHr_heart_rate_object_len_nonnull_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,0.10145533213392978,0.10145533213392978
