feature,nonmissing_ratio,zero_ratio,feature_type,semantic_group
mACStatus_m_charging_00_04_value_1_ratio,0.9728571428571429,0.37142857142857144,actual_behavior,charging
mACStatus_m_charging_04_08_nonnull_count,0.9614285714285714,0.0,coverage_proxy,charging
mACStatus_m_charging_04_08_unique_count,0.9614285714285714,0.0,coverage_proxy,charging
mACStatus_m_charging_04_08_value_0_count,0.9614285714285714,0.1757142857142857,actual_behavior,charging
mACStatus_m_charging_04_08_value_1_count,0.9614285714285714,0.21714285714285714,actual_behavior,charging
mACStatus_m_charging_04_08_value_0_ratio,0.9614285714285714,0.1757142857142857,actual_behavior,charging
mACStatus_m_charging_04_08_value_1_ratio,0.9614285714285714,0.21714285714285714,actual_behavior,charging
mACStatus_m_charging_08_12_nonnull_count,0.9814285714285714,0.0,coverage_proxy,charging
mACStatus_m_charging_08_12_unique_count,0.9814285714285714,0.0,coverage_proxy,charging
mACStatus_m_charging_08_12_value_0_count,0.9814285714285714,0.03142857142857143,actual_behavior,charging
mACStatus_m_charging_08_12_value_1_count,0.9814285714285714,0.32857142857142857,actual_behavior,charging
mACStatus_m_charging_08_12_value_0_ratio,0.9814285714285714,0.03142857142857143,actual_behavior,charging
mACStatus_m_charging_08_12_value_1_ratio,0.9814285714285714,0.32857142857142857,actual_behavior,charging
mActivity_00_04_row_count,1.0,0.027142857142857142,coverage_proxy,activity_code
mActivity_04_08_row_count,1.0,0.03857142857142857,coverage_proxy,activity_code
mActivity_08_12_row_count,1.0,0.018571428571428572,coverage_proxy,activity_code
mActivity_12_16_row_count,1.0,0.01,coverage_proxy,activity_code
mActivity_m_activity_12_16_nonnull_count,0.99,0.0,coverage_proxy,activity_code
mActivity_m_activity_12_16_unique_count,0.99,0.0,coverage_proxy,activity_code
mActivity_m_activity_12_16_value_3_count,0.99,0.02857142857142857,actual_behavior,activity_code
mActivity_m_activity_12_16_value_4_count,0.99,0.8814285714285715,actual_behavior,activity_code
mActivity_m_activity_12_16_value_0_count,0.99,0.41714285714285715,actual_behavior,activity_code
mActivity_m_activity_12_16_value_7_count,0.99,0.24428571428571427,actual_behavior,activity_code
mActivity_m_activity_12_16_value_1_count,0.99,0.8571428571428571,actual_behavior,activity_code
mActivity_m_activity_12_16_value_8_count,0.99,0.9114285714285715,actual_behavior,activity_code
mActivity_m_activity_12_16_value_3_ratio,0.99,0.02857142857142857,actual_behavior,activity_code
mActivity_m_activity_12_16_value_4_ratio,0.99,0.8814285714285715,actual_behavior,activity_code
mActivity_m_activity_12_16_value_0_ratio,0.99,0.41714285714285715,actual_behavior,activity_code
mActivity_m_activity_12_16_value_7_ratio,0.99,0.24428571428571427,actual_behavior,activity_code
mActivity_m_activity_12_16_value_1_ratio,0.99,0.8571428571428571,actual_behavior,activity_code
mActivity_m_activity_12_16_value_8_ratio,0.99,0.9114285714285715,actual_behavior,activity_code
mActivity_16_20_row_count,1.0,0.011428571428571429,coverage_proxy,activity_code
mActivity_m_activity_16_20_nonnull_count,0.9885714285714285,0.0,coverage_proxy,activity_code
mActivity_m_activity_16_20_unique_count,0.9885714285714285,0.0,coverage_proxy,activity_code
mActivity_m_activity_16_20_value_3_count,0.9885714285714285,0.03428571428571429,actual_behavior,activity_code
mActivity_m_activity_16_20_value_4_count,0.9885714285714285,0.88,actual_behavior,activity_code
mActivity_m_activity_16_20_value_0_count,0.9885714285714285,0.26142857142857145,actual_behavior,activity_code
mActivity_m_activity_16_20_value_7_count,0.9885714285714285,0.22142857142857142,actual_behavior,activity_code
mActivity_m_activity_16_20_value_1_count,0.9885714285714285,0.8442857142857143,actual_behavior,activity_code
mActivity_m_activity_16_20_value_8_count,0.9885714285714285,0.89,actual_behavior,activity_code
mActivity_m_activity_16_20_value_3_ratio,0.9885714285714285,0.03428571428571429,actual_behavior,activity_code
mActivity_m_activity_16_20_value_4_ratio,0.9885714285714285,0.88,actual_behavior,activity_code
mActivity_m_activity_16_20_value_0_ratio,0.9885714285714285,0.26142857142857145,actual_behavior,activity_code
mActivity_m_activity_16_20_value_7_ratio,0.9885714285714285,0.22142857142857142,actual_behavior,activity_code
mActivity_m_activity_16_20_value_1_ratio,0.9885714285714285,0.8442857142857143,actual_behavior,activity_code
mActivity_m_activity_16_20_value_8_ratio,0.9885714285714285,0.89,actual_behavior,activity_code
mActivity_20_24_row_count,1.0,0.011428571428571429,coverage_proxy,activity_code
mActivity_m_activity_20_24_nonnull_count,0.9885714285714285,0.0,coverage_proxy,activity_code
mActivity_m_activity_20_24_unique_count,0.9885714285714285,0.0,coverage_proxy,activity_code
mActivity_m_activity_20_24_value_3_count,0.9885714285714285,0.05,actual_behavior,activity_code
mActivity_m_activity_20_24_value_4_count,0.9885714285714285,0.8371428571428572,actual_behavior,activity_code
mActivity_m_activity_20_24_value_0_count,0.9885714285714285,0.5242857142857142,actual_behavior,activity_code
mActivity_m_activity_20_24_value_7_count,0.9885714285714285,0.5471428571428572,actual_behavior,activity_code
mActivity_m_activity_20_24_value_1_count,0.9885714285714285,0.9242857142857143,actual_behavior,activity_code
mActivity_m_activity_20_24_value_8_count,0.9885714285714285,0.9142857142857143,actual_behavior,activity_code
mActivity_m_activity_20_24_value_3_ratio,0.9885714285714285,0.05,actual_behavior,activity_code
mActivity_m_activity_20_24_value_4_ratio,0.9885714285714285,0.8371428571428572,actual_behavior,activity_code
mActivity_m_activity_20_24_value_0_ratio,0.9885714285714285,0.5242857142857142,actual_behavior,activity_code
mActivity_m_activity_20_24_value_7_ratio,0.9885714285714285,0.5471428571428572,actual_behavior,activity_code
mActivity_m_activity_20_24_value_1_ratio,0.9885714285714285,0.9242857142857143,actual_behavior,activity_code
mActivity_m_activity_20_24_value_8_ratio,0.9885714285714285,0.9142857142857143,actual_behavior,activity_code
mActivity_m_activity_00_04_nonnull_count,0.9728571428571429,0.0,coverage_proxy,activity_code
mActivity_m_activity_00_04_unique_count,0.9728571428571429,0.0,coverage_proxy,activity_code
mActivity_m_activity_00_04_value_3_count,0.9728571428571429,0.08428571428571428,actual_behavior,activity_code
mActivity_m_activity_00_04_value_4_count,0.9728571428571429,0.8442857142857143,actual_behavior,activity_code
mActivity_m_activity_00_04_value_0_count,0.9728571428571429,0.8671428571428571,actual_behavior,activity_code
mActivity_m_activity_00_04_value_7_count,0.9728571428571429,0.8842857142857142,actual_behavior,activity_code
mActivity_m_activity_00_04_value_1_count,0.9728571428571429,0.9685714285714285,actual_behavior,activity_code
mActivity_m_activity_00_04_value_8_count,0.9728571428571429,0.9685714285714285,actual_behavior,activity_code
mActivity_m_activity_00_04_value_3_ratio,0.9728571428571429,0.08428571428571428,actual_behavior,activity_code
mActivity_m_activity_00_04_value_4_ratio,0.9728571428571429,0.8442857142857143,actual_behavior,activity_code
mActivity_m_activity_00_04_value_0_ratio,0.9728571428571429,0.8671428571428571,actual_behavior,activity_code
mActivity_m_activity_00_04_value_7_ratio,0.9728571428571429,0.8842857142857142,actual_behavior,activity_code
mActivity_m_activity_00_04_value_1_ratio,0.9728571428571429,0.9685714285714285,actual_behavior,activity_code
mActivity_m_activity_00_04_value_8_ratio,0.9728571428571429,0.9685714285714285,actual_behavior,activity_code
mActivity_m_activity_04_08_nonnull_count,0.9614285714285714,0.0,coverage_proxy,activity_code
mActivity_m_activity_04_08_unique_count,0.9614285714285714,0.0,coverage_proxy,activity_code
mActivity_m_activity_04_08_value_3_count,0.9614285714285714,0.11,actual_behavior,activity_code
mActivity_m_activity_04_08_value_4_count,0.9614285714285714,0.8,actual_behavior,activity_code
mActivity_m_activity_04_08_value_0_count,0.9614285714285714,0.7242857142857143,actual_behavior,activity_code
mActivity_m_activity_04_08_value_7_count,0.9614285714285714,0.7085714285714285,actual_behavior,activity_code
mActivity_m_activity_04_08_value_1_count,0.9614285714285714,0.93,actual_behavior,activity_code
mActivity_m_activity_04_08_value_8_count,0.9614285714285714,0.9514285714285714,actual_behavior,activity_code
mActivity_m_activity_04_08_value_3_ratio,0.9614285714285714,0.11,actual_behavior,activity_code
mActivity_m_activity_04_08_value_4_ratio,0.9614285714285714,0.8,actual_behavior,activity_code
mActivity_m_activity_04_08_value_0_ratio,0.9614285714285714,0.7242857142857143,actual_behavior,activity_code
mActivity_m_activity_04_08_value_7_ratio,0.9614285714285714,0.7085714285714285,actual_behavior,activity_code
mActivity_m_activity_04_08_value_1_ratio,0.9614285714285714,0.93,actual_behavior,activity_code
mActivity_m_activity_04_08_value_8_ratio,0.9614285714285714,0.9514285714285714,actual_behavior,activity_code
mActivity_m_activity_08_12_nonnull_count,0.9814285714285714,0.0,coverage_proxy,activity_code
mActivity_m_activity_08_12_unique_count,0.9814285714285714,0.0,coverage_proxy,activity_code
mActivity_m_activity_08_12_value_3_count,0.9814285714285714,0.04,actual_behavior,activity_code
mActivity_m_activity_08_12_value_4_count,0.9814285714285714,0.7857142857142857,actual_behavior,activity_code
mActivity_m_activity_08_12_value_0_count,0.9814285714285714,0.26857142857142857,actual_behavior,activity_code
mActivity_m_activity_08_12_value_7_count,0.9814285714285714,0.2342857142857143,actual_behavior,activity_code
mActivity_m_activity_08_12_value_1_count,0.9814285714285714,0.8714285714285714,actual_behavior,activity_code
mActivity_m_activity_08_12_value_8_count,0.9814285714285714,0.8814285714285715,actual_behavior,activity_code
mActivity_m_activity_08_12_value_3_ratio,0.9814285714285714,0.04,actual_behavior,activity_code
mActivity_m_activity_08_12_value_4_ratio,0.9814285714285714,0.7857142857142857,actual_behavior,activity_code
mActivity_m_activity_08_12_value_0_ratio,0.9814285714285714,0.26857142857142857,actual_behavior,activity_code
mActivity_m_activity_08_12_value_7_ratio,0.9814285714285714,0.2342857142857143,actual_behavior,activity_code
mActivity_m_activity_08_12_value_1_ratio,0.9814285714285714,0.8714285714285714,actual_behavior,activity_code
mActivity_m_activity_08_12_value_8_ratio,0.9814285714285714,0.8814285714285715,actual_behavior,activity_code
mAmbience_00_04_row_count,1.0,0.027142857142857142,coverage_proxy,coverage_or_object_proxy
mAmbience_04_08_row_count,1.0,0.041428571428571426,coverage_proxy,coverage_or_object_proxy
mAmbience_08_12_row_count,1.0,0.02142857142857143,coverage_proxy,coverage_or_object_proxy
mAmbience_12_16_row_count,1.0,0.011428571428571429,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_mean,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_std,0.9885714285714285,0.9885714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_min,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_q25,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_median,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_q75,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_q95,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_q99,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_max,0.9885714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_sum,0.9885714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_nonnull_count,0.9885714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_zero_count,0.9885714285714285,0.9885714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_nonzero_count,0.9885714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_12_16_object_len_negative_count,0.9885714285714285,0.9885714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_16_20_row_count,1.0,0.012857142857142857,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_mean,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_std,0.9871428571428571,0.9871428571428571,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_min,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_q25,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_median,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_q75,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_q95,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_q99,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_max,0.9871428571428571,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_sum,0.9871428571428571,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_nonnull_count,0.9871428571428571,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_zero_count,0.9871428571428571,0.9871428571428571,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_nonzero_count,0.9871428571428571,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_16_20_object_len_negative_count,0.9871428571428571,0.9871428571428571,invalid_or_constant,coverage_or_object_proxy
mAmbience_20_24_row_count,1.0,0.015714285714285715,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_mean,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_std,0.9842857142857143,0.9842857142857143,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_min,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_q25,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_median,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_q75,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_q95,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_q99,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_max,0.9842857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_sum,0.9842857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_nonnull_count,0.9842857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_zero_count,0.9842857142857143,0.9842857142857143,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_nonzero_count,0.9842857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_20_24_object_len_negative_count,0.9842857142857143,0.9842857142857143,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_mean,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_std,0.9728571428571429,0.9728571428571429,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_min,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_q25,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_median,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_q75,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_q95,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_q99,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_max,0.9728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_sum,0.9728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_nonnull_count,0.9728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_zero_count,0.9728571428571429,0.9728571428571429,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_nonzero_count,0.9728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_00_04_object_len_negative_count,0.9728571428571429,0.9728571428571429,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_mean,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_std,0.9585714285714285,0.9585714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_min,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_q25,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_median,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_q75,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_q95,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_q99,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_max,0.9585714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_sum,0.9585714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_nonnull_count,0.9585714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_zero_count,0.9585714285714285,0.9585714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_nonzero_count,0.9585714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_04_08_object_len_negative_count,0.9585714285714285,0.9585714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_mean,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_std,0.9785714285714285,0.9785714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_min,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_q25,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_median,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_q75,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_q95,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_q99,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_max,0.9785714285714285,0.0,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_sum,0.9785714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_nonnull_count,0.9785714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_zero_count,0.9785714285714285,0.9785714285714285,invalid_or_constant,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_nonzero_count,0.9785714285714285,0.0,coverage_proxy,coverage_or_object_proxy
mAmbience_m_ambience_08_12_object_len_negative_count,0.9785714285714285,0.9785714285714285,invalid_or_constant,coverage_or_object_proxy
mBle_00_04_row_count,0.93,0.44,coverage_proxy,coverage_or_object_proxy
mBle_04_08_row_count,0.93,0.37857142857142856,coverage_proxy,coverage_or_object_proxy
mBle_08_12_row_count,0.93,0.07857142857142857,coverage_proxy,coverage_or_object_proxy
mBle_12_16_row_count,0.93,0.041428571428571426,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_mean,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_std,0.8271428571428572,0.8271428571428572,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_min,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_q25,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_median,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_q75,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_q95,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_q99,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_max,0.8885714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_sum,0.8885714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_nonnull_count,0.8885714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_zero_count,0.8885714285714286,0.8885714285714286,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_nonzero_count,0.8885714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_12_16_object_len_negative_count,0.8885714285714286,0.8885714285714286,invalid_or_constant,coverage_or_object_proxy
mBle_16_20_row_count,0.93,0.05714285714285714,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_mean,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_std,0.8128571428571428,0.8128571428571428,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_min,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_q25,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_median,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_q75,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_q95,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_q99,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_max,0.8728571428571429,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_sum,0.8728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_nonnull_count,0.8728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_zero_count,0.8728571428571429,0.8728571428571429,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_nonzero_count,0.8728571428571429,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_16_20_object_len_negative_count,0.8728571428571429,0.8728571428571429,invalid_or_constant,coverage_or_object_proxy
mBle_20_24_row_count,0.93,0.06428571428571428,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_mean,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_std,0.8014285714285714,0.8014285714285714,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_min,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_q25,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_median,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_q75,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_q95,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_q99,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_max,0.8657142857142858,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_sum,0.8657142857142858,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_nonnull_count,0.8657142857142858,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_zero_count,0.8657142857142858,0.8657142857142858,invalid_or_constant,coverage_or_object_proxy
