target,feature,spearman,abs_spearman,n,feature_type,semantic_group
Q1,wPedo_step_20_24_mean,0.1583040849973192,0.1583040849973192,355,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_20_24_nonzero_count,0.15790702364362535,0.15790702364362535,355,coverage_proxy,activity_pedo
Q1,wPedo_step_20_24_q95,0.15781460474114464,0.15781460474114464,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_q95,0.15781460474114464,0.15781460474114464,355,actual_behavior,activity_pedo
Q1,wPedo_distance_20_24_q95,0.1567542985678426,0.1567542985678426,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_q95,0.1567542985678426,0.1567542985678426,355,actual_behavior,activity_pedo
Q1,wLight_w_light_04_08_q95,-0.15670263250290936,0.15670263250290936,338,actual_behavior,light
Q1,wPedo_distance_20_24_mean,0.15620086442205786,0.15620086442205786,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_mean,0.15620086442205786,0.15620086442205786,355,actual_behavior,activity_pedo
Q1,wLight_w_light_04_08_max,-0.1561452924849609,0.1561452924849609,338,actual_behavior,light
Q1,mAmbience_m_ambience_12_16_object_len_nonnull_count,0.15340698024260252,0.15340698024260252,445,coverage_proxy,coverage_or_object_proxy
Q1,mAmbience_m_ambience_12_16_object_len_nonzero_count,0.15340698024260252,0.15340698024260252,445,coverage_proxy,coverage_or_object_proxy
Q1,mAmbience_m_ambience_12_16_object_len_sum,0.15340698024260252,0.15340698024260252,445,coverage_proxy,coverage_or_object_proxy
Q1,mLight_m_light_04_08_q99,-0.1510929799802044,0.1510929799802044,431,actual_behavior,light
Q1,mLight_m_light_08_12_median,-0.15071562777146078,0.15071562777146078,442,actual_behavior,light
Q1,wPedo_step_20_24_std,0.14713463119464174,0.14713463119464174,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_std,0.14710619982688708,0.14710619982688708,355,actual_behavior,activity_pedo
Q1,wLight_w_light_08_12_q25,-0.14593572425711782,0.14593572425711782,385,actual_behavior,light
Q1,mLight_12_16_row_count,0.14506211300991825,0.14506211300991825,450,coverage_proxy,light
Q1,mLight_m_light_20_24_median,-0.1450304524286422,0.1450304524286422,442,actual_behavior,light
Q1,wPedo_step_20_24_max,0.1449204228957591,0.1449204228957591,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_max,0.1449204228957591,0.1449204228957591,355,actual_behavior,activity_pedo
Q1,wPedo_distance_20_24_std,0.1445483254094953,0.1445483254094953,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_std,0.1445483254094953,0.1445483254094953,355,actual_behavior,activity_pedo
Q1,mLight_m_light_12_16_nonnull_count,0.1441787524454757,0.1441787524454757,447,coverage_proxy,light
Q1,mLight_m_light_00_04_q75,-0.14376615960435501,0.14376615960435501,432,actual_behavior,light
Q1,wPedo_distance_20_24_max,0.1435820172962584,0.1435820172962584,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_max,0.1435820172962584,0.1435820172962584,355,actual_behavior,activity_pedo
Q1,mLight_m_light_00_04_nonzero_count,-0.1435274204206184,0.1435274204206184,432,coverage_proxy,light
Q1,wLight_w_light_04_08_sum,-0.14267338678967892,0.14267338678967892,338,actual_behavior,light
Q1,mLight_m_light_04_08_max,-0.142447213338315,0.142447213338315,431,actual_behavior,light
Q1,wPedo_step_20_24_sum,0.14244544955096486,0.14244544955096486,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_sum,0.14241696745345833,0.14241696745345833,355,actual_behavior,activity_pedo
Q1,wPedo_distance_20_24_sum,0.1415925594160648,0.1415925594160648,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_sum,0.1415925594160648,0.1415925594160648,355,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_20_24_mean,0.13928641533105732,0.13928641533105732,355,actual_behavior,activity_pedo
Q1,wHr_20_24_row_count,0.13847684607236424,0.13847684607236424,391,coverage_proxy,heart_rate
Q1,wPedo_step_12_16_q75,0.13668717032658004,0.13668717032658004,397,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_12_16_q75,0.13668717032658004,0.13668717032658004,397,actual_behavior,activity_pedo
Q1,wPedo_distance_12_16_q75,0.1348623901278623,0.1348623901278623,397,actual_behavior,activity_pedo
Q1,wPedo_speed_12_16_q75,0.1348623901278623,0.1348623901278623,397,actual_behavior,activity_pedo
Q1,mLight_m_light_20_24_std,0.13470533291712672,0.13470533291712672,441,actual_behavior,light
Q1,wPedo_burned_calories_20_24_q99,0.13468861307960034,0.13468861307960034,355,actual_behavior,activity_pedo
Q1,wLight_w_light_20_24_zero_count,0.13420248609383154,0.13420248609383154,379,coverage_proxy,light
Q1,mLight_m_light_00_04_q95,-0.1329827956849999,0.1329827956849999,432,actual_behavior,light
Q1,wPedo_burned_calories_12_16_q75,0.13281839075974566,0.13281839075974566,397,actual_behavior,activity_pedo
Q1,wPedo_step_20_24_q99,0.13267382851572665,0.13267382851572665,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_q99,0.13267382851572665,0.13267382851572665,355,actual_behavior,activity_pedo
Q1,wLight_w_light_20_24_max,0.13014247322120634,0.13014247322120634,379,actual_behavior,light
Q1,wPedo_burned_calories_20_24_std,0.1297158150138313,0.1297158150138313,355,actual_behavior,activity_pedo
Q1,wPedo_distance_20_24_q99,0.12902974770105113,0.12902974770105113,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_q99,0.12902974770105113,0.12902974770105113,355,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_20_24_sum,0.1280637471019292,0.1280637471019292,355,actual_behavior,activity_pedo
Q1,wLight_04_08_row_count,0.12801593051581348,0.12801593051581348,414,coverage_proxy,light
Q1,mActivity_m_activity_16_20_value_8_count,-0.12748647905960805,0.12748647905960805,444,actual_behavior,activity_code
Q1,mActivity_m_activity_16_20_value_8_ratio,-0.12747886537202854,0.12747886537202854,444,actual_behavior,activity_code
Q1,wLight_w_light_04_08_q75,-0.12674114897730038,0.12674114897730038,338,actual_behavior,light
Q1,wPedo_burned_calories_20_24_max,0.12587052075962296,0.12587052075962296,355,actual_behavior,activity_pedo
Q1,mLight_m_light_00_04_mean,-0.12485961726239404,0.12485961726239404,432,actual_behavior,light
Q1,mLight_m_light_00_04_sum,-0.1241928729046986,0.1241928729046986,432,actual_behavior,light
Q1,mLight_m_light_20_24_q99,0.12344984118616807,0.12344984118616807,442,actual_behavior,light
Q1,wLight_w_light_04_08_median,-0.12333582572591181,0.12333582572591181,338,actual_behavior,light
Q1,mLight_m_light_20_24_max,0.1232373868592209,0.1232373868592209,442,actual_behavior,light
Q1,wLight_w_light_00_04_zero_count,0.12314213905780459,0.12314213905780459,345,coverage_proxy,light
Q1,mLight_m_light_12_16_q75,-0.12226183421304325,0.12226183421304325,447,actual_behavior,light
Q1,wPedo_distance_04_08_mean,-0.12107048816317684,0.12107048816317684,329,actual_behavior,activity_pedo
Q1,wPedo_speed_04_08_mean,-0.12107048816317684,0.12107048816317684,329,actual_behavior,activity_pedo
Q1,wPedo_step_04_08_mean,-0.1196645691545829,0.1196645691545829,329,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_04_08_mean,-0.1196293822110367,0.1196293822110367,329,actual_behavior,activity_pedo
Q1,mActivity_m_activity_08_12_value_0_ratio,0.11870543990135138,0.11870543990135138,442,actual_behavior,activity_code
Q1,wLight_w_light_08_12_zero_count,0.11866681936483409,0.11866681936483409,385,coverage_proxy,light
Q1,wHr_heart_rate_04_08_object_len_nonnull_count,0.11835850247450982,0.11835850247450982,150,coverage_proxy,heart_rate
Q1,wHr_heart_rate_04_08_object_len_nonzero_count,0.11835850247450982,0.11835850247450982,150,coverage_proxy,heart_rate
Q1,wHr_heart_rate_04_08_object_len_sum,0.11835850247450982,0.11835850247450982,150,coverage_proxy,heart_rate
Q1,wPedo_step_04_08_std,-0.11808110370851616,0.11808110370851616,329,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_04_08_std,-0.11787063187216507,0.11787063187216507,329,actual_behavior,activity_pedo
Q1,mUsageStats_08_12_row_count,0.11746697239421776,0.11746697239421776,440,coverage_proxy,app_usage
Q1,wLight_w_light_12_16_q25,-0.11745221629740303,0.11745221629740303,397,actual_behavior,light
Q1,wPedo_distance_04_08_max,-0.11734200744050062,0.11734200744050062,329,actual_behavior,activity_pedo
Q1,wPedo_speed_04_08_max,-0.11734200744050062,0.11734200744050062,329,actual_behavior,activity_pedo
Q1,wLight_w_light_12_16_median,-0.1171296957103161,0.1171296957103161,397,actual_behavior,light
Q1,wPedo_distance_04_08_std,-0.11699025090956601,0.11699025090956601,329,actual_behavior,activity_pedo
Q1,wPedo_speed_04_08_std,-0.11699025090956601,0.11699025090956601,329,actual_behavior,activity_pedo
Q1,wPedo_distance_04_08_nonzero_count,-0.11690408164374762,0.11690408164374762,329,coverage_proxy,activity_pedo
Q1,wPedo_speed_04_08_nonzero_count,-0.11690408164374762,0.11690408164374762,329,coverage_proxy,activity_pedo
Q1,wPedo_step_04_08_nonzero_count,-0.11690408164374762,0.11690408164374762,329,coverage_proxy,activity_pedo
Q1,wPedo_step_frequency_04_08_nonzero_count,-0.11690408164374762,0.11690408164374762,329,coverage_proxy,activity_pedo
Q1,mLight_m_light_20_24_q95,0.11651737287826698,0.11651737287826698,442,actual_behavior,light
Q1,wPedo_step_04_08_max,-0.11617184843309877,0.11617184843309877,329,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_04_08_max,-0.11617184843309877,0.11617184843309877,329,actual_behavior,activity_pedo
Q1,mActivity_m_activity_08_12_value_0_count,0.11607589517224601,0.11607589517224601,442,actual_behavior,activity_code
Q1,wPedo_distance_04_08_sum,-0.11600537785934384,0.11600537785934384,329,actual_behavior,activity_pedo
Q1,wPedo_speed_04_08_sum,-0.11600537785934384,0.11600537785934384,329,actual_behavior,activity_pedo
Q1,mACStatus_m_charging_20_24_value_0_ratio,-0.1155223758129382,0.1155223758129382,443,actual_behavior,charging
Q1,mACStatus_m_charging_20_24_value_1_ratio,0.1155223758129382,0.1155223758129382,443,actual_behavior,charging
Q1,wPedo_step_04_08_sum,-0.11471769779273526,0.11471769779273526,329,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_04_08_sum,-0.11464730541292213,0.11464730541292213,329,actual_behavior,activity_pedo
Q1,mLight_m_light_12_16_median,-0.11424344691742426,0.11424344691742426,447,actual_behavior,light
Q1,mScreenStatus_12_16_row_count,0.11401536571059737,0.11401536571059737,450,coverage_proxy,screen
Q1,wLight_w_light_12_16_q75,-0.1131571171811381,0.1131571171811381,397,actual_behavior,light
Q1,mLight_m_light_08_12_q25,-0.11240755351238146,0.11240755351238146,442,actual_behavior,light
Q1,mLight_m_light_00_04_zero_count,0.11236533155079072,0.11236533155079072,432,coverage_proxy,light
Q1,wHr_heart_rate_16_20_object_len_nonnull_count,0.11149309262282532,0.11149309262282532,359,coverage_proxy,heart_rate
Q1,wHr_heart_rate_16_20_object_len_nonzero_count,0.11149309262282532,0.11149309262282532,359,coverage_proxy,heart_rate
Q1,wHr_heart_rate_16_20_object_len_sum,0.11149309262282532,0.11149309262282532,359,coverage_proxy,heart_rate
Q1,wPedo_step_20_24_q75,0.11140058650817496,0.11140058650817496,355,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_20_24_q75,0.11140058650817496,0.11140058650817496,355,actual_behavior,activity_pedo
Q1,wPedo_distance_20_24_q75,0.11125168082261626,0.11125168082261626,355,actual_behavior,activity_pedo
Q1,wPedo_speed_20_24_q75,0.11125168082261626,0.11125168082261626,355,actual_behavior,activity_pedo
Q1,mLight_m_light_08_12_q75,-0.11101652338439386,0.11101652338439386,442,actual_behavior,light
Q1,mUsageStats_12_16_row_count,0.11096122547561371,0.11096122547561371,440,coverage_proxy,app_usage
Q1,mWifi_m_wifi_04_08_object_len_nonnull_count,-0.11086444168130369,0.11086444168130369,401,coverage_proxy,coverage_or_object_proxy
Q1,mWifi_m_wifi_04_08_object_len_nonzero_count,-0.11086444168130369,0.11086444168130369,401,coverage_proxy,coverage_or_object_proxy
Q1,mWifi_m_wifi_04_08_object_len_sum,-0.11086444168130369,0.11086444168130369,401,coverage_proxy,coverage_or_object_proxy
Q1,mACStatus_m_charging_20_24_value_1_count,0.1103982039468278,0.1103982039468278,443,actual_behavior,charging
Q1,wLight_w_light_00_04_nonnull_count,0.10902973666097455,0.10902973666097455,345,coverage_proxy,light
Q1,wLight_w_light_04_08_nonzero_count,-0.10806093654726594,0.10806093654726594,338,coverage_proxy,light
Q1,mScreenStatus_m_screen_use_12_16_nonnull_count,0.10789902060101557,0.10789902060101557,446,coverage_proxy,screen
Q1,mLight_m_light_20_24_zero_count,0.10773975162783077,0.10773975162783077,442,coverage_proxy,light
Q1,wLight_w_light_16_20_median,-0.10760427159249397,0.10760427159249397,393,actual_behavior,light
Q1,mLight_m_light_20_24_q25,-0.10594416089290053,0.10594416089290053,442,actual_behavior,light
Q1,wLight_w_light_16_20_q75,-0.10536785427306365,0.10536785427306365,393,actual_behavior,light
Q1,mACStatus_m_charging_20_24_value_0_count,-0.1039868342224467,0.1039868342224467,443,actual_behavior,charging
Q1,mLight_m_light_00_04_median,-0.10310643043056537,0.10310643043056537,432,actual_behavior,light
Q1,wPedo_burned_calories_08_12_median,0.1029999091877391,0.1029999091877391,383,actual_behavior,activity_pedo
Q1,wLight_w_light_08_12_median,-0.10289069392490335,0.10289069392490335,385,actual_behavior,light
Q1,mLight_m_light_12_16_q25,-0.1023983421491153,0.1023983421491153,447,actual_behavior,light
Q1,mLight_m_light_12_16_mean,-0.10232592495703277,0.10232592495703277,447,actual_behavior,light
Q1,wPedo_burned_calories_20_24_q75,0.1017371898280707,0.1017371898280707,355,actual_behavior,activity_pedo
Q1,mUsageStats_m_usage_stats_12_16_object_len_nonnull_count,0.10116530394632292,0.10116530394632292,435,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_12_16_object_len_nonzero_count,0.10116530394632292,0.10116530394632292,435,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_12_16_object_len_sum,0.10116530394632292,0.10116530394632292,435,coverage_proxy,app_usage
Q1,mUsageStats_16_20_row_count,0.1006069408688362,0.1006069408688362,440,coverage_proxy,app_usage
Q1,mLight_m_light_00_04_max,-0.10022939388510742,0.10022939388510742,432,actual_behavior,light
Q1,mLight_m_light_00_04_q99,-0.10018970277437315,0.10018970277437315,432,actual_behavior,light
Q1,mACStatus_m_charging_00_04_unique_count,-0.10010842545885798,0.10010842545885798,436,coverage_proxy,charging
Q1,mLight_m_light_08_12_zero_count,0.10009549955214045,0.10009549955214045,442,coverage_proxy,light
Q1,wLight_w_light_12_16_zero_count,0.09973298629535718,0.09973298629535718,397,coverage_proxy,light
Q1,wPedo_step_16_20_q75,0.09953796272098242,0.09953796272098242,391,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_16_20_q75,0.09953796272098242,0.09953796272098242,391,actual_behavior,activity_pedo
Q1,mACStatus_m_charging_08_12_value_1_count,0.09947237081011526,0.09947237081011526,442,actual_behavior,charging
Q1,mLight_m_light_20_24_min,-0.09917356831910377,0.09917356831910377,442,actual_behavior,light
Q1,mActivity_m_activity_08_12_value_8_count,-0.098647782418027,0.098647782418027,442,actual_behavior,activity_code
Q1,mActivity_m_activity_08_12_value_8_ratio,-0.09837418191200388,0.09837418191200388,442,actual_behavior,activity_code
Q1,wLight_00_04_row_count,0.09823916433678644,0.09823916433678644,414,coverage_proxy,light
Q1,mActivity_m_activity_12_16_value_0_count,0.09821630947970303,0.09821630947970303,446,actual_behavior,activity_code
Q1,wPedo_distance_16_20_q75,0.09788516235439926,0.09788516235439926,391,actual_behavior,activity_pedo
Q1,wPedo_speed_16_20_q75,0.09788516235439926,0.09788516235439926,391,actual_behavior,activity_pedo
Q1,wPedo_step_08_12_median,0.09750692297841311,0.09750692297841311,383,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_08_12_median,0.09750692297841311,0.09750692297841311,383,actual_behavior,activity_pedo
Q1,wPedo_distance_08_12_median,0.09720061356266808,0.09720061356266808,383,actual_behavior,activity_pedo
Q1,wPedo_speed_08_12_median,0.09720061356266808,0.09720061356266808,383,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_04_08_mean,-0.09657244718955134,0.09657244718955134,329,actual_behavior,activity_pedo
Q1,mLight_m_light_04_08_q25,-0.09636819638821355,0.09636819638821355,431,actual_behavior,light
Q1,mACStatus_m_charging_08_12_value_0_ratio,-0.09621209256798087,0.09621209256798087,442,actual_behavior,charging
Q1,mACStatus_m_charging_08_12_value_1_ratio,0.09621209256798087,0.09621209256798087,442,actual_behavior,charging
Q1,mUsageStats_m_usage_stats_16_20_object_len_nonnull_count,0.09575439594995164,0.09575439594995164,432,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_16_20_object_len_nonzero_count,0.09575439594995164,0.09575439594995164,432,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_16_20_object_len_sum,0.09575439594995164,0.09575439594995164,432,coverage_proxy,app_usage
Q1,mLight_m_light_00_04_std,-0.09528002659639033,0.09528002659639033,430,actual_behavior,light
Q1,mActivity_m_activity_12_16_value_4_ratio,-0.09525872837322276,0.09525872837322276,446,actual_behavior,activity_code
Q1,mActivity_m_activity_12_16_value_0_ratio,0.09524536080860149,0.09524536080860149,446,actual_behavior,activity_code
Q1,wPedo_burned_calories_04_08_std,-0.0944615740269382,0.0944615740269382,329,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_16_20_q75,0.0943701481304492,0.0943701481304492,391,actual_behavior,activity_pedo
Q1,mUsageStats_m_usage_stats_08_12_object_len_nonnull_count,0.09395295528580583,0.09395295528580583,429,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_08_12_object_len_nonzero_count,0.09395295528580583,0.09395295528580583,429,coverage_proxy,app_usage
Q1,mUsageStats_m_usage_stats_08_12_object_len_sum,0.09395295528580583,0.09395295528580583,429,coverage_proxy,app_usage
Q1,wHr_16_20_row_count,0.0934436209621246,0.0934436209621246,391,coverage_proxy,heart_rate
Q1,mACStatus_m_charging_08_12_value_0_count,-0.09335197752866468,0.09335197752866468,442,actual_behavior,charging
Q1,wPedo_distance_20_24_zero_count,-0.09313535183145161,0.09313535183145161,355,coverage_proxy,activity_pedo
Q1,wPedo_speed_20_24_zero_count,-0.09313535183145161,0.09313535183145161,355,coverage_proxy,activity_pedo
Q1,wPedo_step_20_24_zero_count,-0.09313535183145161,0.09313535183145161,355,coverage_proxy,activity_pedo
Q1,wPedo_step_frequency_20_24_zero_count,-0.09313535183145161,0.09313535183145161,355,coverage_proxy,activity_pedo
Q1,wPedo_burned_calories_20_24_zero_count,-0.09308029882117701,0.09308029882117701,355,coverage_proxy,activity_pedo
Q1,mActivity_m_activity_12_16_value_4_count,-0.09299997247803075,0.09299997247803075,446,actual_behavior,activity_code
Q1,mLight_m_light_20_24_nonzero_count,-0.09149706751330412,0.09149706751330412,442,coverage_proxy,light
Q1,wPedo_16_20_row_count,0.09140423331671707,0.09140423331671707,404,coverage_proxy,activity_pedo
Q1,wPedo_burned_calories_04_08_nonzero_count,-0.09123065463681236,0.09123065463681236,329,coverage_proxy,activity_pedo
Q1,wPedo_burned_calories_04_08_sum,-0.0907675459923652,0.0907675459923652,329,actual_behavior,activity_pedo
Q1,wPedo_burned_calories_04_08_max,-0.09039061491879763,0.09039061491879763,329,actual_behavior,activity_pedo
Q1,mACStatus_m_charging_00_04_nonnull_count,-0.09011330046452827,0.09011330046452827,436,coverage_proxy,charging
Q1,wLight_w_light_04_08_min,-0.0889547654057113,0.0889547654057113,338,actual_behavior,light
Q1,mLight_m_light_12_16_sum,-0.0881611904242531,0.0881611904242531,447,actual_behavior,light
Q1,wPedo_step_04_08_q99,-0.08723521504281548,0.08723521504281548,329,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_04_08_q99,-0.08723521504281548,0.08723521504281548,329,actual_behavior,activity_pedo
Q1,mAmbience_m_ambience_00_04_object_len_nonnull_count,-0.08706774897721982,0.08706774897721982,436,coverage_proxy,coverage_or_object_proxy
Q1,mAmbience_m_ambience_00_04_object_len_nonzero_count,-0.08706774897721982,0.08706774897721982,436,coverage_proxy,coverage_or_object_proxy
Q1,mAmbience_m_ambience_00_04_object_len_sum,-0.08706774897721982,0.08706774897721982,436,coverage_proxy,coverage_or_object_proxy
Q1,wPedo_distance_04_08_q99,-0.08685718494285251,0.08685718494285251,329,actual_behavior,activity_pedo
Q1,wPedo_speed_04_08_q99,-0.08685718494285251,0.08685718494285251,329,actual_behavior,activity_pedo
Q1,mACStatus_m_charging_04_08_value_0_ratio,0.08663039851997172,0.08663039851997172,432,actual_behavior,charging
Q1,mACStatus_m_charging_04_08_value_1_ratio,-0.08663039851997172,0.08663039851997172,432,actual_behavior,charging
Q1,mWifi_12_16_row_count,0.08644856023407661,0.08644856023407661,439,coverage_proxy,coverage_or_object_proxy
Q1,wPedo_distance_12_16_q99,-0.08570337467800158,0.08570337467800158,397,actual_behavior,activity_pedo
Q1,wPedo_speed_12_16_q99,-0.08570337467800158,0.08570337467800158,397,actual_behavior,activity_pedo
Q1,mLight_m_light_00_04_min,-0.08479613316615732,0.08479613316615732,432,actual_behavior,light
Q1,wLight_w_light_20_24_min,-0.0842984431249682,0.0842984431249682,379,actual_behavior,light
Q1,wPedo_burned_calories_04_08_q99,-0.08372393482089438,0.08372393482089438,329,actual_behavior,activity_pedo
Q1,mACStatus_m_charging_20_24_unique_count,0.08323263691643137,0.08323263691643137,443,coverage_proxy,charging
Q1,mWifi_m_wifi_16_20_object_len_nonnull_count,-0.08282981410855149,0.08282981410855149,419,coverage_proxy,coverage_or_object_proxy
Q1,mWifi_m_wifi_16_20_object_len_nonzero_count,-0.08282981410855149,0.08282981410855149,419,coverage_proxy,coverage_or_object_proxy
Q1,mWifi_m_wifi_16_20_object_len_sum,-0.08282981410855149,0.08282981410855149,419,coverage_proxy,coverage_or_object_proxy
Q1,mACStatus_12_16_row_count,0.08212751010245904,0.08212751010245904,450,coverage_proxy,charging
Q1,mActivity_m_activity_16_20_value_0_ratio,0.08124939541332274,0.08124939541332274,444,actual_behavior,activity_code
Q1,mActivity_m_activity_16_20_value_0_count,0.08082548731648445,0.08082548731648445,444,actual_behavior,activity_code
Q1,wPedo_step_12_16_q99,-0.08024945458734496,0.08024945458734496,397,actual_behavior,activity_pedo
Q1,wPedo_step_frequency_12_16_q99,-0.08024945458734496,0.08024945458734496,397,actual_behavior,activity_pedo
Q1,wLight_w_light_20_24_q99,0.07982550230833073,0.07982550230833073,379,actual_behavior,light
Q1,mActivity_m_activity_12_16_value_8_ratio,-0.07930915178660353,0.07930915178660353,446,actual_behavior,activity_code
Q1,wLight_w_light_04_08_q25,-0.07917371973943275,0.07917371973943275,338,actual_behavior,light
Q1,mActivity_m_activity_12_16_value_8_count,-0.07908965312664604,0.07908965312664604,446,actual_behavior,activity_code
Q1,mGps_12_16_row_count,0.07870794137901709,0.07870794137901709,425,coverage_proxy,coverage_or_object_proxy
Q1,wLight_w_light_16_20_nonnull_count,0.07722921667082633,0.07722921667082633,393,coverage_proxy,light
Q1,mActivity_08_12_row_count,0.07721248627556095,0.07721248627556095,450,coverage_proxy,activity_code
Q1,mLight_08_12_row_count,0.07621110612197188,0.07621110612197188,450,coverage_proxy,light
Q1,wLight_w_light_12_16_nonzero_count,-0.07615035524320281,0.07615035524320281,397,coverage_proxy,light
Q1,mACStatus_m_charging_12_16_nonnull_count,0.07536598840155195,0.07536598840155195,446,coverage_proxy,charging
Q1,wPedo_burned_calories_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_distance_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_running_step_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_running_step_16_20_zero_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_speed_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_step_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_step_frequency_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_walking_step_16_20_nonnull_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,wPedo_walking_step_16_20_zero_count,0.07424052016398541,0.07424052016398541,391,coverage_proxy,activity_pedo
Q1,mLight_m_light_08_12_nonzero_count,-0.07343387679316854,0.07343387679316854,442,coverage_proxy,light
