split,subject_id,lifelog_date,sensor,row_count,present,missing
train,id01,2024-06-30,ch2025_mGps,1440,1,0
train,id01,2024-06-30,ch2025_mLight,144,1,0
train,id01,2024-06-30,ch2025_mScreenStatus,1420,1,0
train,id01,2024-06-30,ch2025_mUsageStats,73,1,0
train,id01,2024-06-30,ch2025_mWifi,108,1,0
train,id01,2024-06-30,ch2025_wHr,425,1,0
train,id01,2024-06-30,ch2025_wLight,681,1,0
train,id01,2024-06-30,ch2025_wPedo,1309,1,0
train,id01,2024-07-01,ch2025_mACStatus,1395,1,0
train,id01,2024-07-01,ch2025_mActivity,1435,1,0
train,id01,2024-07-01,ch2025_mAmbience,702,1,0
train,id01,2024-07-01,ch2025_mBle,52,1,0
train,id01,2024-07-01,ch2025_mGps,1428,1,0
train,id01,2024-07-01,ch2025_mLight,144,1,0
train,id01,2024-07-01,ch2025_mScreenStatus,1395,1,0
train,id01,2024-07-01,ch2025_mUsageStats,91,1,0
train,id01,2024-07-01,ch2025_mWifi,116,1,0
train,id01,2024-07-01,ch2025_wHr,517,1,0
train,id01,2024-07-01,ch2025_wLight,776,1,0
train,id01,2024-07-01,ch2025_wPedo,1346,1,0
train,id01,2024-07-02,ch2025_mACStatus,1430,1,0
train,id01,2024-07-02,ch2025_mActivity,1440,1,0
train,id01,2024-07-02,ch2025_mAmbience,720,1,0
train,id01,2024-07-02,ch2025_mBle,47,1,0
train,id01,2024-07-02,ch2025_mGps,1436,1,0
train,id01,2024-07-02,ch2025_mLight,144,1,0
train,id01,2024-07-02,ch2025_mScreenStatus,1410,1,0
train,id01,2024-07-02,ch2025_mUsageStats,86,1,0
train,id01,2024-07-02,ch2025_mWifi,114,1,0
train,id01,2024-07-02,ch2025_wHr,545,1,0
train,id01,2024-07-02,ch2025_wLight,695,1,0
train,id01,2024-07-02,ch2025_wPedo,1216,1,0
train,id01,2024-07-03,ch2025_mACStatus,1390,1,0
train,id01,2024-07-03,ch2025_mActivity,1440,1,0
train,id01,2024-07-03,ch2025_mAmbience,720,1,0
train,id01,2024-07-03,ch2025_mBle,56,1,0
train,id01,2024-07-03,ch2025_mGps,1439,1,0
train,id01,2024-07-03,ch2025_mLight,144,1,0
train,id01,2024-07-03,ch2025_mScreenStatus,1430,1,0
train,id01,2024-07-03,ch2025_mUsageStats,91,1,0
train,id01,2024-07-03,ch2025_mWifi,136,1,0
train,id01,2024-07-03,ch2025_wHr,640,1,0
train,id01,2024-07-03,ch2025_wLight,717,1,0
train,id01,2024-07-03,ch2025_wPedo,1113,1,0
train,id01,2024-07-04,ch2025_mACStatus,1430,1,0
train,id01,2024-07-04,ch2025_mActivity,1440,1,0
train,id01,2024-07-04,ch2025_mAmbience,720,1,0
train,id01,2024-07-04,ch2025_mBle,62,1,0
train,id01,2024-07-04,ch2025_mGps,1436,1,0
train,id01,2024-07-04,ch2025_mLight,144,1,0
train,id01,2024-07-04,ch2025_mScreenStatus,1380,1,0
train,id01,2024-07-04,ch2025_mUsageStats,88,1,0
train,id01,2024-07-04,ch2025_mWifi,114,1,0
train,id01,2024-07-04,ch2025_wHr,210,1,0
train,id01,2024-07-04,ch2025_wLight,856,1,0
train,id01,2024-07-04,ch2025_wPedo,1268,1,0
train,id01,2024-07-05,ch2025_mACStatus,1374,1,0
train,id01,2024-07-05,ch2025_mActivity,1440,1,0
train,id01,2024-07-05,ch2025_mAmbience,720,1,0
train,id01,2024-07-05,ch2025_mBle,33,1,0
train,id01,2024-07-05,ch2025_mGps,1439,1,0
train,id01,2024-07-05,ch2025_mLight,144,1,0
train,id01,2024-07-05,ch2025_mScreenStatus,1430,1,0
train,id01,2024-07-05,ch2025_mUsageStats,79,1,0
train,id01,2024-07-05,ch2025_mWifi,113,1,0
train,id01,2024-07-05,ch2025_wHr,573,1,0
train,id01,2024-07-05,ch2025_wLight,899,1,0
train,id01,2024-07-05,ch2025_wPedo,1390,1,0
train,id01,2024-07-06,ch2025_mACStatus,1356,1,0
train,id01,2024-07-06,ch2025_mActivity,1440,1,0
train,id01,2024-07-06,ch2025_mAmbience,720,1,0
train,id01,2024-07-06,ch2025_mBle,55,1,0
train,id01,2024-07-06,ch2025_mGps,1440,1,0
train,id01,2024-07-06,ch2025_mLight,144,1,0
train,id01,2024-07-06,ch2025_mScreenStatus,1390,1,0
train,id01,2024-07-06,ch2025_mUsageStats,86,1,0
train,id01,2024-07-06,ch2025_mWifi,101,1,0
train,id01,2024-07-06,ch2025_wHr,337,1,0
train,id01,2024-07-06,ch2025_wLight,648,1,0
train,id01,2024-07-06,ch2025_wPedo,978,1,0
train,id01,2024-07-07,ch2025_mACStatus,1400,1,0
train,id01,2024-07-07,ch2025_mActivity,1440,1,0
train,id01,2024-07-07,ch2025_mAmbience,720,1,0
train,id01,2024-07-07,ch2025_mBle,43,1,0
train,id01,2024-07-07,ch2025_mGps,1440,1,0
train,id01,2024-07-07,ch2025_mLight,144,1,0
train,id01,2024-07-07,ch2025_mScreenStatus,1410,1,0
train,id01,2024-07-07,ch2025_mUsageStats,72,1,0
train,id01,2024-07-07,ch2025_mWifi,104,1,0
train,id01,2024-07-07,ch2025_wHr,338,1,0
train,id01,2024-07-07,ch2025_wLight,622,1,0
train,id01,2024-07-07,ch2025_wPedo,911,1,0
train,id01,2024-07-08,ch2025_mACStatus,1390,1,0
train,id01,2024-07-08,ch2025_mActivity,1440,1,0
train,id01,2024-07-08,ch2025_mAmbience,720,1,0
train,id01,2024-07-08,ch2025_mBle,50,1,0
train,id01,2024-07-08,ch2025_mGps,1440,1,0
train,id01,2024-07-08,ch2025_mLight,144,1,0
train,id01,2024-07-08,ch2025_mScreenStatus,1420,1,0
train,id01,2024-07-08,ch2025_mUsageStats,95,1,0
train,id01,2024-07-08,ch2025_mWifi,122,1,0
train,id01,2024-07-08,ch2025_wHr,590,1,0
train,id01,2024-07-08,ch2025_wLight,755,1,0
train,id01,2024-07-08,ch2025_wPedo,1373,1,0
train,id01,2024-07-09,ch2025_mACStatus,1413,1,0
train,id01,2024-07-09,ch2025_mActivity,1433,1,0
train,id01,2024-07-09,ch2025_mAmbience,696,1,0
train,id01,2024-07-09,ch2025_mBle,42,1,0
train,id01,2024-07-09,ch2025_mGps,1436,1,0
train,id01,2024-07-09,ch2025_mLight,144,1,0
train,id01,2024-07-09,ch2025_mScreenStatus,1383,1,0
train,id01,2024-07-09,ch2025_mUsageStats,74,1,0
train,id01,2024-07-09,ch2025_mWifi,115,1,0
train,id01,2024-07-09,ch2025_wHr,428,1,0
train,id01,2024-07-09,ch2025_wLight,680,1,0
train,id01,2024-07-09,ch2025_wPedo,1228,1,0
train,id01,2024-07-10,ch2025_mACStatus,1420,1,0
train,id01,2024-07-10,ch2025_mActivity,1430,1,0
train,id01,2024-07-10,ch2025_mAmbience,720,1,0
train,id01,2024-07-10,ch2025_mBle,54,1,0
train,id01,2024-07-10,ch2025_mGps,1440,1,0
train,id01,2024-07-10,ch2025_mLight,144,1,0
train,id01,2024-07-10,ch2025_mScreenStatus,1350,1,0
train,id01,2024-07-10,ch2025_mUsageStats,107,1,0
train,id01,2024-07-10,ch2025_mWifi,118,1,0
train,id01,2024-07-10,ch2025_wHr,781,1,0
train,id01,2024-07-10,ch2025_wLight,938,1,0
train,id01,2024-07-10,ch2025_wPedo,1279,1,0
train,id01,2024-07-12,ch2025_mACStatus,1390,1,0
train,id01,2024-07-12,ch2025_mActivity,1440,1,0
train,id01,2024-07-12,ch2025_mAmbience,720,1,0
train,id01,2024-07-12,ch2025_mBle,60,1,0
train,id01,2024-07-12,ch2025_mGps,1440,1,0
train,id01,2024-07-12,ch2025_mLight,144,1,0
train,id01,2024-07-12,ch2025_mScreenStatus,1400,1,0
train,id01,2024-07-12,ch2025_mUsageStats,89,1,0
train,id01,2024-07-12,ch2025_mWifi,115,1,0
train,id01,2024-07-12,ch2025_wHr,420,1,0
train,id01,2024-07-12,ch2025_wLight,632,1,0
train,id01,2024-07-12,ch2025_wPedo,1345,1,0
train,id01,2024-07-13,ch2025_mACStatus,1380,1,0
train,id01,2024-07-13,ch2025_mActivity,1440,1,0
train,id01,2024-07-13,ch2025_mAmbience,720,1,0
train,id01,2024-07-13,ch2025_mBle,44,1,0
train,id01,2024-07-13,ch2025_mGps,1426,1,0
train,id01,2024-07-13,ch2025_mLight,144,1,0
train,id01,2024-07-13,ch2025_mScreenStatus,1380,1,0
train,id01,2024-07-13,ch2025_mUsageStats,69,1,0
train,id01,2024-07-13,ch2025_mWifi,109,1,0
train,id01,2024-07-13,ch2025_wHr,1,1,0
train,id01,2024-07-13,ch2025_wLight,349,1,0
train,id01,2024-07-13,ch2025_wPedo,1350,1,0
train,id01,2024-07-14,ch2025_mACStatus,1390,1,0
train,id01,2024-07-14,ch2025_mActivity,1440,1,0
train,id01,2024-07-14,ch2025_mAmbience,720,1,0
train,id01,2024-07-14,ch2025_mBle,38,1,0
train,id01,2024-07-14,ch2025_mGps,1440,1,0
train,id01,2024-07-14,ch2025_mLight,144,1,0
train,id01,2024-07-14,ch2025_mScreenStatus,1400,1,0
train,id01,2024-07-14,ch2025_mUsageStats,78,1,0
train,id01,2024-07-14,ch2025_mWifi,105,1,0
train,id01,2024-07-14,ch2025_wHr,236,1,0
train,id01,2024-07-14,ch2025_wLight,496,1,0
train,id01,2024-07-14,ch2025_wPedo,1377,1,0
train,id01,2024-07-15,ch2025_mACStatus,1410,1,0
train,id01,2024-07-15,ch2025_mActivity,1440,1,0
train,id01,2024-07-15,ch2025_mAmbience,720,1,0
train,id01,2024-07-15,ch2025_mBle,57,1,0
train,id01,2024-07-15,ch2025_mGps,1440,1,0
train,id01,2024-07-15,ch2025_mLight,144,1,0
train,id01,2024-07-15,ch2025_mScreenStatus,1390,1,0
train,id01,2024-07-15,ch2025_mUsageStats,85,1,0
train,id01,2024-07-15,ch2025_mWifi,123,1,0
train,id01,2024-07-15,ch2025_wHr,696,1,0
train,id01,2024-07-15,ch2025_wLight,1085,1,0
train,id01,2024-07-15,ch2025_wPedo,1380,1,0
train,id01,2024-07-16,ch2025_mACStatus,1380,1,0
train,id01,2024-07-16,ch2025_mActivity,1440,1,0
train,id01,2024-07-16,ch2025_mAmbience,720,1,0
train,id01,2024-07-16,ch2025_mBle,49,1,0
train,id01,2024-07-16,ch2025_mGps,1440,1,0
train,id01,2024-07-16,ch2025_mLight,144,1,0
train,id01,2024-07-16,ch2025_mScreenStatus,1410,1,0
train,id01,2024-07-16,ch2025_mUsageStats,91,1,0
train,id01,2024-07-16,ch2025_mWifi,126,1,0
train,id01,2024-07-16,ch2025_wHr,418,1,0
train,id01,2024-07-16,ch2025_wLight,649,1,0
train,id01,2024-07-16,ch2025_wPedo,1302,1,0
train,id01,2024-07-17,ch2025_mACStatus,1380,1,0
train,id01,2024-07-17,ch2025_mActivity,1440,1,0
train,id01,2024-07-17,ch2025_mAmbience,720,1,0
train,id01,2024-07-17,ch2025_mBle,50,1,0
train,id01,2024-07-17,ch2025_mGps,1440,1,0
train,id01,2024-07-17,ch2025_mLight,144,1,0
train,id01,2024-07-17,ch2025_mScreenStatus,1400,1,0
train,id01,2024-07-17,ch2025_mUsageStats,79,1,0
train,id01,2024-07-17,ch2025_mWifi,108,1,0
train,id01,2024-07-17,ch2025_wHr,768,1,0
train,id01,2024-07-17,ch2025_wLight,919,1,0
train,id01,2024-07-17,ch2025_wPedo,1424,1,0
train,id01,2024-07-19,ch2025_mACStatus,1406,1,0
train,id01,2024-07-19,ch2025_mActivity,1436,1,0
train,id01,2024-07-19,ch2025_mAmbience,713,1,0
train,id01,2024-07-19,ch2025_mBle,56,1,0
train,id01,2024-07-19,ch2025_mGps,1423,1,0
train,id01,2024-07-19,ch2025_mLight,145,1,0
train,id01,2024-07-19,ch2025_mScreenStatus,1426,1,0
train,id01,2024-07-19,ch2025_mUsageStats,90,1,0
train,id01,2024-07-19,ch2025_mWifi,142,1,0
train,id01,2024-07-19,ch2025_wHr,397,1,0
train,id01,2024-07-19,ch2025_wLight,598,1,0
train,id01,2024-07-19,ch2025_wPedo,1202,1,0
train,id01,2024-07-21,ch2025_mACStatus,1410,1,0
train,id01,2024-07-21,ch2025_mActivity,1440,1,0
train,id01,2024-07-21,ch2025_mAmbience,720,1,0
train,id01,2024-07-21,ch2025_mBle,38,1,0
train,id01,2024-07-21,ch2025_mGps,1440,1,0
train,id01,2024-07-21,ch2025_mLight,144,1,0
train,id01,2024-07-21,ch2025_mScreenStatus,1420,1,0
train,id01,2024-07-21,ch2025_mUsageStats,73,1,0
train,id01,2024-07-21,ch2025_mWifi,107,1,0
train,id01,2024-07-21,ch2025_wHr,340,1,0
train,id01,2024-07-21,ch2025_wLight,662,1,0
train,id01,2024-07-21,ch2025_wPedo,1299,1,0
train,id01,2024-07-22,ch2025_mACStatus,1420,1,0
train,id01,2024-07-22,ch2025_mActivity,1440,1,0
train,id01,2024-07-22,ch2025_mAmbience,720,1,0
train,id01,2024-07-22,ch2025_mBle,54,1,0
train,id01,2024-07-22,ch2025_mGps,1440,1,0
train,id01,2024-07-22,ch2025_mLight,144,1,0
train,id01,2024-07-22,ch2025_mScreenStatus,1410,1,0
train,id01,2024-07-22,ch2025_mUsageStats,82,1,0
train,id01,2024-07-22,ch2025_mWifi,112,1,0
train,id01,2024-07-22,ch2025_wHr,529,1,0
train,id01,2024-07-22,ch2025_wLight,670,1,0
train,id01,2024-07-22,ch2025_wPedo,1284,1,0
train,id01,2024-07-23,ch2025_mACStatus,1430,1,0
train,id01,2024-07-23,ch2025_mActivity,1430,1,0
train,id01,2024-07-23,ch2025_mAmbience,720,1,0
train,id01,2024-07-23,ch2025_mBle,52,1,0
train,id01,2024-07-23,ch2025_mGps,1437,1,0
train,id01,2024-07-23,ch2025_mLight,144,1,0
train,id01,2024-07-23,ch2025_mScreenStatus,1400,1,0
train,id01,2024-07-23,ch2025_mUsageStats,84,1,0
train,id01,2024-07-23,ch2025_mWifi,119,1,0
train,id01,2024-07-23,ch2025_wHr,438,1,0
train,id01,2024-07-23,ch2025_wLight,863,1,0
train,id01,2024-07-23,ch2025_wPedo,1380,1,0
train,id01,2024-07-26,ch2025_mACStatus,1384,1,0
train,id01,2024-07-26,ch2025_mActivity,1434,1,0
train,id01,2024-07-26,ch2025_mAmbience,699,1,0
train,id01,2024-07-26,ch2025_mBle,54,1,0
train,id01,2024-07-26,ch2025_mGps,1420,1,0
train,id01,2024-07-26,ch2025_mLight,144,1,0
train,id01,2024-07-26,ch2025_mScreenStatus,1404,1,0
train,id01,2024-07-26,ch2025_mUsageStats,89,1,0
train,id01,2024-07-26,ch2025_mWifi,118,1,0
train,id01,2024-07-26,ch2025_wHr,733,1,0
train,id01,2024-07-26,ch2025_wLight,862,1,0
train,id01,2024-07-26,ch2025_wPedo,1380,1,0
train,id01,2024-07-27,ch2025_mACStatus,1362,1,0
train,id01,2024-07-27,ch2025_mActivity,1432,1,0
train,id01,2024-07-27,ch2025_mAmbience,720,1,0
train,id01,2024-07-27,ch2025_mBle,40,1,0
train,id01,2024-07-27,ch2025_mGps,1431,1,0
train,id01,2024-07-27,ch2025_mLight,145,1,0
train,id01,2024-07-27,ch2025_mScreenStatus,1412,1,0
train,id01,2024-07-27,ch2025_mUsageStats,56,1,0
train,id01,2024-07-27,ch2025_mWifi,102,1,0
train,id01,2024-07-27,ch2025_wHr,0,0,1
train,id01,2024-07-27,ch2025_wLight,326,1,0
train,id01,2024-07-27,ch2025_wPedo,1284,1,0
train,id01,2024-07-28,ch2025_mACStatus,1380,1,0
train,id01,2024-07-28,ch2025_mActivity,1440,1,0
train,id01,2024-07-28,ch2025_mAmbience,720,1,0
train,id01,2024-07-28,ch2025_mBle,54,1,0
train,id01,2024-07-28,ch2025_mGps,1440,1,0
train,id01,2024-07-28,ch2025_mLight,144,1,0
train,id01,2024-07-28,ch2025_mScreenStatus,1370,1,0
train,id01,2024-07-28,ch2025_mUsageStats,85,1,0
train,id01,2024-07-28,ch2025_mWifi,104,1,0
train,id01,2024-07-28,ch2025_wHr,246,1,0
train,id01,2024-07-28,ch2025_wLight,581,1,0
train,id01,2024-07-28,ch2025_wPedo,1424,1,0
train,id01,2024-08-17,ch2025_mACStatus,1370,1,0
train,id01,2024-08-17,ch2025_mActivity,1440,1,0
train,id01,2024-08-17,ch2025_mAmbience,720,1,0
train,id01,2024-08-17,ch2025_mBle,35,1,0
train,id01,2024-08-17,ch2025_mGps,428,1,0
train,id01,2024-08-17,ch2025_mLight,144,1,0
train,id01,2024-08-17,ch2025_mScreenStatus,1340,1,0
train,id01,2024-08-17,ch2025_mUsageStats,65,1,0
train,id01,2024-08-17,ch2025_mWifi,70,1,0
train,id01,2024-08-17,ch2025_wHr,192,1,0
train,id01,2024-08-17,ch2025_wLight,517,1,0
train,id01,2024-08-17,ch2025_wPedo,1063,1,0
train,id01,2024-08-18,ch2025_mACStatus,1350,1,0
train,id01,2024-08-18,ch2025_mActivity,1440,1,0
train,id01,2024-08-18,ch2025_mAmbience,720,1,0
train,id01,2024-08-18,ch2025_mBle,38,1,0
train,id01,2024-08-18,ch2025_mGps,911,1,0
train,id01,2024-08-18,ch2025_mLight,144,1,0
train,id01,2024-08-18,ch2025_mScreenStatus,1360,1,0
train,id01,2024-08-18,ch2025_mUsageStats,81,1,0
train,id01,2024-08-18,ch2025_mWifi,115,1,0
train,id01,2024-08-18,ch2025_wHr,200,1,0
train,id01,2024-08-18,ch2025_wLight,559,1,0
train,id01,2024-08-18,ch2025_wPedo,1387,1,0
train,id01,2024-08-19,ch2025_mACStatus,1390,1,0
train,id01,2024-08-19,ch2025_mActivity,1430,1,0
train,id01,2024-08-19,ch2025_mAmbience,720,1,0
train,id01,2024-08-19,ch2025_mBle,61,1,0
train,id01,2024-08-19,ch2025_mGps,635,1,0
train,id01,2024-08-19,ch2025_mLight,144,1,0
train,id01,2024-08-19,ch2025_mScreenStatus,1400,1,0
train,id01,2024-08-19,ch2025_mUsageStats,83,1,0
train,id01,2024-08-19,ch2025_mWifi,90,1,0
train,id01,2024-08-19,ch2025_wHr,434,1,0
train,id01,2024-08-19,ch2025_wLight,708,1,0
train,id01,2024-08-19,ch2025_wPedo,1400,1,0
train,id01,2024-08-20,ch2025_mACStatus,1400,1,0
train,id01,2024-08-20,ch2025_mActivity,1440,1,0
train,id01,2024-08-20,ch2025_mAmbience,720,1,0
train,id01,2024-08-20,ch2025_mBle,47,1,0
train,id01,2024-08-20,ch2025_mGps,682,1,0
train,id01,2024-08-20,ch2025_mLight,144,1,0
train,id01,2024-08-20,ch2025_mScreenStatus,1380,1,0
train,id01,2024-08-20,ch2025_mUsageStats,90,1,0
train,id01,2024-08-20,ch2025_mWifi,93,1,0
train,id01,2024-08-20,ch2025_wHr,416,1,0
train,id01,2024-08-20,ch2025_wLight,649,1,0
train,id01,2024-08-20,ch2025_wPedo,1349,1,0
train,id01,2024-08-21,ch2025_mACStatus,1400,1,0
train,id01,2024-08-21,ch2025_mActivity,1440,1,0
train,id01,2024-08-21,ch2025_mAmbience,720,1,0
train,id01,2024-08-21,ch2025_mBle,50,1,0
train,id01,2024-08-21,ch2025_mGps,690,1,0
train,id01,2024-08-21,ch2025_mLight,144,1,0
train,id01,2024-08-21,ch2025_mScreenStatus,1370,1,0
train,id01,2024-08-21,ch2025_mUsageStats,84,1,0
train,id01,2024-08-21,ch2025_mWifi,97,1,0
train,id01,2024-08-21,ch2025_wHr,513,1,0
train,id01,2024-08-21,ch2025_wLight,645,1,0
train,id01,2024-08-21,ch2025_wPedo,1386,1,0
train,id01,2024-08-23,ch2025_mACStatus,1367,1,0
train,id01,2024-08-23,ch2025_mActivity,1427,1,0
train,id01,2024-08-23,ch2025_mAmbience,691,1,0
train,id01,2024-08-23,ch2025_mBle,57,1,0
train,id01,2024-08-23,ch2025_mGps,867,1,0
train,id01,2024-08-23,ch2025_mLight,144,1,0
train,id01,2024-08-23,ch2025_mScreenStatus,1407,1,0
train,id01,2024-08-23,ch2025_mUsageStats,74,1,0
train,id01,2024-08-23,ch2025_mWifi,80,1,0
train,id01,2024-08-23,ch2025_wHr,25,1,0
train,id01,2024-08-23,ch2025_wLight,433,1,0
train,id01,2024-08-23,ch2025_wPedo,1440,1,0
train,id01,2024-08-24,ch2025_mACStatus,1430,1,0
train,id01,2024-08-24,ch2025_mActivity,1440,1,0
train,id01,2024-08-24,ch2025_mAmbience,720,1,0
train,id01,2024-08-24,ch2025_mBle,45,1,0
train,id01,2024-08-24,ch2025_mGps,737,1,0
train,id01,2024-08-24,ch2025_mLight,144,1,0
train,id01,2024-08-24,ch2025_mScreenStatus,1430,1,0
train,id01,2024-08-24,ch2025_mUsageStats,80,1,0
train,id01,2024-08-24,ch2025_mWifi,91,1,0
train,id01,2024-08-24,ch2025_wHr,63,1,0
train,id01,2024-08-24,ch2025_wLight,309,1,0
train,id01,2024-08-24,ch2025_wPedo,921,1,0
train,id01,2024-08-25,ch2025_mACStatus,1420,1,0
train,id01,2024-08-25,ch2025_mActivity,1440,1,0
train,id01,2024-08-25,ch2025_mAmbience,720,1,0
train,id01,2024-08-25,ch2025_mBle,32,1,0
train,id01,2024-08-25,ch2025_mGps,522,1,0
train,id01,2024-08-25,ch2025_mLight,144,1,0
train,id01,2024-08-25,ch2025_mScreenStatus,1430,1,0
train,id01,2024-08-25,ch2025_mUsageStats,66,1,0
train,id01,2024-08-25,ch2025_mWifi,78,1,0
train,id01,2024-08-25,ch2025_wHr,0,0,1
train,id01,2024-08-25,ch2025_wLight,0,0,1
train,id01,2024-08-25,ch2025_wPedo,0,0,1
train,id01,2024-08-26,ch2025_mACStatus,1420,1,0
train,id01,2024-08-26,ch2025_mActivity,1440,1,0
train,id01,2024-08-26,ch2025_mAmbience,720,1,0
train,id01,2024-08-26,ch2025_mBle,53,1,0
train,id01,2024-08-26,ch2025_mGps,744,1,0
train,id01,2024-08-26,ch2025_mLight,144,1,0
train,id01,2024-08-26,ch2025_mScreenStatus,1440,1,0
train,id01,2024-08-26,ch2025_mUsageStats,87,1,0
train,id01,2024-08-26,ch2025_mWifi,90,1,0
train,id01,2024-08-26,ch2025_wHr,570,1,0
train,id01,2024-08-26,ch2025_wLight,716,1,0
train,id01,2024-08-26,ch2025_wPedo,1047,1,0
train,id01,2024-08-27,ch2025_mACStatus,1390,1,0
train,id01,2024-08-27,ch2025_mActivity,1440,1,0
train,id01,2024-08-27,ch2025_mAmbience,720,1,0
train,id01,2024-08-27,ch2025_mBle,42,1,0
train,id01,2024-08-27,ch2025_mGps,693,1,0
train,id01,2024-08-27,ch2025_mLight,144,1,0
train,id01,2024-08-27,ch2025_mScreenStatus,1410,1,0
train,id01,2024-08-27,ch2025_mUsageStats,87,1,0
train,id01,2024-08-27,ch2025_mWifi,97,1,0
train,id01,2024-08-27,ch2025_wHr,374,1,0
train,id01,2024-08-27,ch2025_wLight,618,1,0
train,id01,2024-08-27,ch2025_wPedo,1386,1,0
train,id01,2024-08-28,ch2025_mACStatus,1340,1,0
train,id01,2024-08-28,ch2025_mActivity,1416,1,0
train,id01,2024-08-28,ch2025_mAmbience,674,1,0
train,id01,2024-08-28,ch2025_mBle,49,1,0
train,id01,2024-08-28,ch2025_mGps,960,1,0
train,id01,2024-08-28,ch2025_mLight,144,1,0
train,id01,2024-08-28,ch2025_mScreenStatus,1366,1,0
train,id01,2024-08-28,ch2025_mUsageStats,75,1,0
train,id01,2024-08-28,ch2025_mWifi,115,1,0
train,id01,2024-08-28,ch2025_wHr,514,1,0
train,id01,2024-08-28,ch2025_wLight,657,1,0
train,id01,2024-08-28,ch2025_wPedo,1389,1,0
train,id01,2024-08-29,ch2025_mACStatus,1396,1,0
train,id01,2024-08-29,ch2025_mActivity,1440,1,0
train,id01,2024-08-29,ch2025_mAmbience,720,1,0
train,id01,2024-08-29,ch2025_mBle,47,1,0
train,id01,2024-08-29,ch2025_mGps,727,1,0
train,id01,2024-08-29,ch2025_mLight,144,1,0
train,id01,2024-08-29,ch2025_mScreenStatus,1410,1,0
train,id01,2024-08-29,ch2025_mUsageStats,92,1,0
train,id01,2024-08-29,ch2025_mWifi,96,1,0
train,id01,2024-08-29,ch2025_wHr,472,1,0
train,id01,2024-08-29,ch2025_wLight,675,1,0
train,id01,2024-08-29,ch2025_wPedo,1359,1,0
train,id01,2024-08-31,ch2025_mACStatus,1380,1,0
train,id01,2024-08-31,ch2025_mActivity,1440,1,0
train,id01,2024-08-31,ch2025_mAmbience,720,1,0
train,id01,2024-08-31,ch2025_mBle,65,1,0
train,id01,2024-08-31,ch2025_mGps,731,1,0
train,id01,2024-08-31,ch2025_mLight,144,1,0
train,id01,2024-08-31,ch2025_mScreenStatus,1390,1,0
train,id01,2024-08-31,ch2025_mUsageStats,79,1,0
